id,code,country_id:id,state_id:id,name,shortcut
res_partner_company_type_754,TY0S,base.ca,base.state_ca_ns,A company formed under the Companies Act may seek designation as a Private Investment Holding Company,Ltd.
res_partner_company_type_755,TY0S,base.ca,base.state_ca_ns,A company formed under the Companies Act may seek designation as a Private Investment Holding Company,Ltée
res_partner_company_type_756,TY0S,base.ca,base.state_ca_ns,A company formed under the Companies Act may seek designation as a Private Investment Holding Company,Incorporated
res_partner_company_type_757,TY0S,base.ca,base.state_ca_ns,A company formed under the Companies Act may seek designation as a Private Investment Holding Company,Inc.
res_partner_company_type_758,TY0S,base.ca,base.state_ca_ns,A company formed under the Companies Act may seek designation as a Private Investment Holding Company,Ltd
res_partner_company_type_759,ULJ1,base.ca,base.state_ca_ns,company limited by shares (limited company),limited company
res_partner_company_type_760,ULJ1,base.ca,base.state_ca_ns,company limited by shares (limited company),limited by guarantee
res_partner_company_type_761,ULJ1,base.ca,base.state_ca_ns,company limited by shares (limited company),Limited
res_partner_company_type_762,ULJ1,base.ca,base.state_ca_ns,company limited by shares (limited company),Limitée
res_partner_company_type_763,ULJ1,base.ca,base.state_ca_ns,company limited by shares (limited company),Ltd.
res_partner_company_type_764,ULJ1,base.ca,base.state_ca_ns,company limited by shares (limited company),Ltée
res_partner_company_type_765,ULJ1,base.ca,base.state_ca_ns,company limited by shares (limited company),Incorporated
res_partner_company_type_766,ULJ1,base.ca,base.state_ca_ns,company limited by shares (limited company),Inc.
res_partner_company_type_767,ULJ1,base.ca,base.state_ca_ns,company limited by shares (limited company),Ltd
res_partner_company_type_768,W8XG,base.ca,base.state_ca_ns,sole proprietors,
res_partner_company_type_769,Y80K,base.ca,base.state_ca_ns,Non-profit Corporations,Society
res_partner_company_type_770,Y80K,base.ca,base.state_ca_ns,Non-profit Corporations,Association
res_partner_company_type_771,1JGX,base.ca,base.state_ca_on,Limited Partnership,
res_partner_company_type_772,456Q,base.ca,base.state_ca_on,business name/sole proprietorship,
res_partner_company_type_773,7VKC,base.ca,base.state_ca_on,Condominium Corporation,
res_partner_company_type_774,BOYK,base.ca,base.state_ca_on,Corporations formed by an Act of the Ontario Legislative Assembly,
res_partner_company_type_775,CMB6,base.ca,base.state_ca_on,Not-For-Profit corporations,
res_partner_company_type_776,EIDL,base.ca,base.state_ca_on,Insurance Corporations incorporated under Part V of the Corporations Act,
res_partner_company_type_777,ESVK,base.ca,base.state_ca_on,Credit Union,
res_partner_company_type_778,FBQL,base.ca,base.state_ca_on,Co-operative Corporation,
res_partner_company_type_779,HQKE,base.ca,base.state_ca_on,general partnership,
res_partner_company_type_780,O90R,base.ca,base.state_ca_on,Business corporations (which includes professional corporations),
res_partner_company_type_781,PCO0,base.ca,base.state_ca_on,Limited Liability Partnership,
res_partner_company_type_782,487P,base.ca,base.state_ca_pe,corporation created by an Act of the Legislature,
res_partner_company_type_783,5SGE,base.ca,base.state_ca_pe,condominium corporation,
res_partner_company_type_784,790T,base.ca,base.state_ca_pe,non-profit company,Ltd.
res_partner_company_type_785,790T,base.ca,base.state_ca_pe,non-profit company,Inc.
res_partner_company_type_786,790T,base.ca,base.state_ca_pe,non-profit company,Corp.
res_partner_company_type_787,790T,base.ca,base.state_ca_pe,non-profit company,Ltée
res_partner_company_type_788,CUQF,base.ca,base.state_ca_pe,public unlimited liability corporation,ULC
res_partner_company_type_789,E281,base.ca,base.state_ca_pe,limited partnership,
res_partner_company_type_790,HK03,base.ca,base.state_ca_pe,public limited corporation,Ltd.
res_partner_company_type_791,HK03,base.ca,base.state_ca_pe,public limited corporation,Inc.
res_partner_company_type_792,HK03,base.ca,base.state_ca_pe,public limited corporation,Corp.
res_partner_company_type_793,HK03,base.ca,base.state_ca_pe,public limited corporation,Ltée
res_partner_company_type_794,I5NO,base.ca,base.state_ca_pe,sole proprietorship,
res_partner_company_type_795,JOGO,base.ca,base.state_ca_pe,credit union,Ltd.
res_partner_company_type_796,JOGO,base.ca,base.state_ca_pe,credit union,Ltée
res_partner_company_type_797,LT1Y,base.ca,base.state_ca_pe,professional corporation,Ltd.
res_partner_company_type_798,LT1Y,base.ca,base.state_ca_pe,professional corporation,Inc.
res_partner_company_type_799,LT1Y,base.ca,base.state_ca_pe,professional corporation,Corp.
res_partner_company_type_800,LT1Y,base.ca,base.state_ca_pe,professional corporation,Ltée
res_partner_company_type_801,N745,base.ca,base.state_ca_pe,public company,Ltd.
res_partner_company_type_802,N745,base.ca,base.state_ca_pe,public company,Inc.
res_partner_company_type_803,N745,base.ca,base.state_ca_pe,public company,Corp.
res_partner_company_type_804,N745,base.ca,base.state_ca_pe,public company,Ltée
res_partner_company_type_805,PFPW,base.ca,base.state_ca_pe,private limited corporation,Ltd.
res_partner_company_type_806,PFPW,base.ca,base.state_ca_pe,private limited corporation,Inc.
res_partner_company_type_807,PFPW,base.ca,base.state_ca_pe,private limited corporation,Corp.
res_partner_company_type_808,PFPW,base.ca,base.state_ca_pe,private limited corporation,Ltée
res_partner_company_type_809,QZMH,base.ca,base.state_ca_pe,private unlimited liability corporation,ULC
res_partner_company_type_810,W4DB,base.ca,base.state_ca_pe,private company,Ltd.
res_partner_company_type_811,W4DB,base.ca,base.state_ca_pe,private company,Inc.
res_partner_company_type_812,W4DB,base.ca,base.state_ca_pe,private company,Corp.
res_partner_company_type_813,W4DB,base.ca,base.state_ca_pe,private company,Ltée
res_partner_company_type_814,X6N9,base.ca,base.state_ca_pe,co-operative association,Co-operative Ltd
res_partner_company_type_815,X6N9,base.ca,base.state_ca_pe,co-operative association,Coopérative Ltée
res_partner_company_type_816,Y33B,base.ca,base.state_ca_pe,partnership,
res_partner_company_type_817,10UR,base.ca,base.state_ca_qc,Syndicat coopératif,
res_partner_company_type_818,16GH,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur les cercles agricoles,
res_partner_company_type_819,16RL,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur la mise en marché des produits agricoles,
res_partner_company_type_820,1VTA,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur les évêques catholiques romains,
res_partner_company_type_821,27WJ,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur les cités et villes,
res_partner_company_type_822,2ODA,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur les sociétés agricoles et laitières,
res_partner_company_type_823,2U3G,base.ca,base.state_ca_qc,Société en nom collectif à responsabilité limitée,S.E.N.C.R.L.
res_partner_company_type_824,30IT,base.ca,base.state_ca_qc,Société par actions constitué par Loi sur les compagnies minières,
res_partner_company_type_825,3C5P,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur la probation et sur les établissements de détention,
res_partner_company_type_826,3FP6,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur les corporations de fonds de sécurité,
res_partner_company_type_827,4B4B,base.ca,base.state_ca_qc,Société par actions constitué par Loi sur les sociétés de patrons de fabriques de producteurs laitiers,
res_partner_company_type_828,50Z9,base.ca,base.state_ca_qc,Société par actions constitué par Loi sur les assurances,
res_partner_company_type_829,52CK,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur les villes minières,
res_partner_company_type_830,6ZCO,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur la formation et la qualification professionnelles de la main-d’œuvre,
res_partner_company_type_831,702U,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur les Chevaliers de Colomb de la province de Québec,
res_partner_company_type_832,814Y,base.ca,base.state_ca_qc,Société en participation,
res_partner_company_type_833,87OW,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur les collèges d'enseignement général et professionnel,
res_partner_company_type_834,95EN,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur les services de santé et les services sociaux pour les autochtones cris,
res_partner_company_type_835,9CB2,base.ca,base.state_ca_qc,Société par actions constitué par Loi sur les syndicats d'élevage,
res_partner_company_type_836,9CEN,base.ca,base.state_ca_qc,Société par actions constitué par Loi sur les sociétés d'exploration minière,
res_partner_company_type_837,9IF2,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur les associations coopératives,
res_partner_company_type_838,A7KA,base.ca,base.state_ca_qc,Selon la loi par Loi spéciale du Québec à caractère public,
res_partner_company_type_839,AS7L,base.ca,base.state_ca_qc,"Société par actions constitué par Loi sur les compagnies de gaz, d’eau et d’électricité",
res_partner_company_type_840,CG81,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur la Société d’habitation du Québec,
res_partner_company_type_841,CT3J,base.ca,base.state_ca_qc,"Personne morale sans but lucratif par Loi sur les compagnies (Partie II et Partie III), Code des professions, Loi concernant le regroupement et la gestion des commissions scolaires , Loi sur l’aménagement et l’urbanisme, Loi sur l’instruction publique, Loi sur l’organisation municipale de certains territoires, Loi sur la conservation de la faune, Loi sur la conservation et la mise en valeur de la faune, Loi sur la constitution de certaines Églises, Loi sur la Fédération des guides catholiques du Québec , Loi sur la Fédération des scouts catholiques du Québec , Loi sur la formation et la qualification professionnelles de la main-d’œuvre, Loi sur la mise en marché des produits agricoles, alimentaires et de la pêche, Loi sur la mise en marché des produits agricoles, Loi sur la probation et sur les établissements de détention, Loi sur la santé et la sécurité du travail, Loi sur la Société d’habitation du Québec, Loi sur la société Saint-Jean-Baptiste de Trois-Rivières, Loi sur la société Saint-Jean-Baptiste du Québec, Loi sur les associations coopératives, Loi sur les assurances, Loi sur les cercles agricoles, Loi sur les Chevaliers de Colomb de la province de Québec, Loi sur les cités et villes, Loi sur les clubs de chasse et de pêche, Loi sur les clubs de récréation, Loi sur les collèges d'enseignement général et professionnel, Loi sur les compagnies de cimetière, Loi sur les compagnies de cimetières catholiques romains, Loi sur les corporations de fonds de sécurité, Loi sur les corporations religieuses, Loi sur les décrets de convention collective, Loi sur les évêques catholiques romains, Loi sur les fabriques, Loi sur les services correctionnels, Loi sur les services de santé et les services sociaux pour les autochtones cris, Loi sur les services de santé et les services sociaux, Loi sur les sociétés agricoles et laitières, Loi sur les sociétés d'agriculture, Loi sur les sociétés d'horticulture, Loi sur les sociétés nationales de bienfaisance, Loi sur les syndicats professionnels, Loi sur les villages miniers, Loi sur les villages nordiques et l’Administration régionale Kativik, Loi sur les villes minières, Loi sur l'organisation territoriale municipale, Loi sur les sociétés préventives de cruauté envers les animaux",
res_partner_company_type_842,D2T8,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur les compagnies (Partie II et Partie III),
res_partner_company_type_843,F9CT,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur l’instruction publique,
res_partner_company_type_844,GAMO,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur les sociétés nationales de bienfaisance,
res_partner_company_type_845,HVWR,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur la constitution de certaines Églises,
res_partner_company_type_846,I3UX,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur les services de santé et les services sociaux,
res_partner_company_type_847,J5SC,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur la conservation et la mise en valeur de la faune,
res_partner_company_type_848,JBU2,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur les clubs de chasse et de pêche,
res_partner_company_type_849,JI4V,base.ca,base.state_ca_qc,"Personne morale sans but lucratif par Loi sur la mise en marché des produits agricoles, alimentaires et de la pêche",
res_partner_company_type_850,JLE0,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur la conservation de la faune,
res_partner_company_type_851,JLZW,base.ca,base.state_ca_qc,Société par actions constitué par Loi sur les compagnies de fidéicommis,
res_partner_company_type_852,JQNA,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur les sociétés préventives de cruauté envers les animaux,
res_partner_company_type_853,JVMD,base.ca,base.state_ca_qc,"Société par actions par Fonds mutuel constitué par acte de fiducie, Loi sur les assurances, Loi sur les compagnies de fidéicommis, Loi sur les compagnies de flottage, Loi sur les compagnies de gaz, d’eau et d’électricité, Loi sur les compagnies de télégraphe et de téléphone, Loi sur les compagnies minières, Loi sur les sociétés de construction, Loi sur les sociétés de développement de l'entreprise québécoise, Loi sur les sociétés de fiducie et les sociétés d'épargne, Loi sur les sociétés de patrons de fabriques de producteurs laitiers, Loi sur les sociétés d'entraide économique, Loi sur les sociétés d'exploration minière, Loi sur les syndicats d'élevage",
res_partner_company_type_854,JXO5,base.ca,base.state_ca_qc,Société par actions constitué par Loi sur les sociétés de fiducie et les sociétés d'épargne,
res_partner_company_type_855,K08P,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur les compagnies de cimetière,
res_partner_company_type_856,L26C,base.ca,base.state_ca_qc,Société par actions par Fonds mutuel constitué par acte de fiducie,
res_partner_company_type_857,L3XH,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur les sociétés d'horticulture,
res_partner_company_type_858,LN3N,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur les villages miniers,
res_partner_company_type_859,MCY8,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur les sociétés d'agriculture,
res_partner_company_type_860,MK1I,base.ca,base.state_ca_qc,Société par actions constitué par Loi sur les sociétés d'entraide économique,
res_partner_company_type_861,MQT7,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur la santé et la sécurité du travail,
res_partner_company_type_862,MR95,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur les décrets de convention collective,
res_partner_company_type_863,NVXN,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur l'organisation territoriale municipale,
res_partner_company_type_864,OMUP,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur les clubs de récréation,
res_partner_company_type_865,Q8NY,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur les syndicats professionnels,
res_partner_company_type_866,QB2W,base.ca,base.state_ca_qc,Coopérative,coopérative
res_partner_company_type_867,QB2W,base.ca,base.state_ca_qc,Coopérative,coopératif
res_partner_company_type_868,QB2W,base.ca,base.state_ca_qc,Coopérative,coopération
res_partner_company_type_869,QB2W,base.ca,base.state_ca_qc,Coopérative,coop
res_partner_company_type_870,RC3D,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur les villages nordiques et l’Administration régionale Kativik,
res_partner_company_type_871,RPGT,base.ca,base.state_ca_qc,Société par actions constitué par Loi sur les compagnies de télégraphe et de téléphone,
res_partner_company_type_872,RQIC,base.ca,base.state_ca_qc,Société en commandite,S.E.C.
res_partner_company_type_873,S72N,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur la Fédération des scouts catholiques du Québec,
res_partner_company_type_874,T1LR,base.ca,base.state_ca_qc,Syndicat de copropriété,
res_partner_company_type_875,TA7J,base.ca,base.state_ca_qc,Société par actions constitué par Loi sur les compagnies de flottage,
res_partner_company_type_876,TKAB,base.ca,base.state_ca_qc,Société par actions constitué par Loi sur les sociétés de développement de l'entreprise québécoise,
res_partner_company_type_877,TWLR,base.ca,base.state_ca_qc,Association,
res_partner_company_type_878,UG3Z,base.ca,base.state_ca_qc,Société par actions par Loi sur les sociétés par actions,s.a.
res_partner_company_type_879,UG3Z,base.ca,base.state_ca_qc,Société par actions par Loi sur les sociétés par actions,ltée
res_partner_company_type_880,UG3Z,base.ca,base.state_ca_qc,Société par actions par Loi sur les sociétés par actions,inc.
res_partner_company_type_881,UR1O,base.ca,base.state_ca_qc,entreprise individuelle,
res_partner_company_type_882,UVCG,base.ca,base.state_ca_qc,Société par actions constitué par Loi sur les sociétés de construction,
res_partner_company_type_883,V5IH,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur l’aménagement et l’urbanisme,
res_partner_company_type_884,V9GU,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur la société Saint-Jean-Baptiste de Trois-Rivières,
res_partner_company_type_885,VGP6,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur les fabriques,
res_partner_company_type_886,VRVJ,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Code des professions,
res_partner_company_type_887,WGEA,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur l’organisation municipale de certains territoires,
res_partner_company_type_888,XS49,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi concernant le regroupement et la gestion des commissions scolaires,
res_partner_company_type_889,XW5K,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur la Fédération des guides catholiques du Québec,
res_partner_company_type_890,YBMJ,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur les assurances,
res_partner_company_type_891,YIIS,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur les corporations religieuses,
res_partner_company_type_892,YRUJ,base.ca,base.state_ca_qc,Société en nom collectif,S.E.N.C.
res_partner_company_type_893,Z6MF,base.ca,base.state_ca_qc,Selon la loi par Loi spéciale du Québec à caractère privé,
res_partner_company_type_894,ZGEX,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur les services correctionnels,
res_partner_company_type_895,ZQQU,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur la société Saint-Jean-Baptiste du Québec,
res_partner_company_type_896,ZX1F,base.ca,base.state_ca_qc,Personne morale sans but lucratif par Loi sur les compagnies de cimetières catholiques romains,
res_partner_company_type_897,3OVJ,base.ca,base.state_ca_sk,Non-profit Corporations,Inc.
res_partner_company_type_898,3OVJ,base.ca,base.state_ca_sk,Non-profit Corporations,Corp.
res_partner_company_type_899,5D9I,base.ca,base.state_ca_sk,Limited Liabilty Partnerships,
res_partner_company_type_900,5EEA,base.ca,base.state_ca_sk,Corporations formed by an Act of the Saskatchewan legislature,
res_partner_company_type_901,7IKZ,base.ca,base.state_ca_sk,Limited Partnership,
res_partner_company_type_902,7XZL,base.ca,base.state_ca_sk,New Generation Co-operatives,co-op. ltd.
res_partner_company_type_903,8KL5,base.ca,base.state_ca_sk,Condominium Corporations,
res_partner_company_type_904,FYYY,base.ca,base.state_ca_sk,Credit Unions,
res_partner_company_type_905,I8VP,base.ca,base.state_ca_sk,Sole Proprietors,
res_partner_company_type_906,JNCJ,base.ca,base.state_ca_sk,Co-operatives,co-op
res_partner_company_type_907,JNCJ,base.ca,base.state_ca_sk,Co-operatives,ltd.
res_partner_company_type_908,KZDW,base.ca,base.state_ca_sk,Syndicates,
res_partner_company_type_909,L2NN,base.ca,base.state_ca_sk,Joint Ventures,
res_partner_company_type_910,LMSY,base.ca,base.state_ca_sk,Partnership,
res_partner_company_type_911,UWMY,base.ca,base.state_ca_sk,Business Corporations,Ltd.
res_partner_company_type_912,UWMY,base.ca,base.state_ca_sk,Business Corporations,Inc.
res_partner_company_type_913,UWMY,base.ca,base.state_ca_sk,Business Corporations,Corp.
res_partner_company_type_914,4XP8,base.ky,,company limited by guarantee,Ltd
res_partner_company_type_915,6XB7,base.ky,,exempted limited partnership,ELP
res_partner_company_type_916,8HR7,base.ky,,unlimited company,
res_partner_company_type_917,JDX6,base.ky,,special economic zone company,SEZC
res_partner_company_type_918,K575,base.ky,,foundation company,
res_partner_company_type_919,MP7S,base.ky,,segregated portfolio company,SPC
res_partner_company_type_920,MPUG,base.ky,,limited liability company,LLC
res_partner_company_type_921,OSBR,base.ky,,company limited by shares,Ltd
res_partner_company_type_922,SNUK,base.ky,,association,
res_partner_company_type_923,T5UM,base.ky,,exempted limited duration company,LDC
res_partner_company_type_924,XAQA,base.ky,,limited partnership,LP
res_partner_company_type_925,2UZP,base.cl,,Sociedad Colectiva Civil,
res_partner_company_type_926,78VN,base.cl,,Asociación,
res_partner_company_type_927,7T6S,base.cl,,Sociedad Legal Minera,SLM
res_partner_company_type_928,7ZMX,base.cl,,Asociación Gremial,A.G.
res_partner_company_type_929,B8OI,base.cl,,Entidad religiosa,
res_partner_company_type_930,C6AH,base.cl,,Cooperativa,
res_partner_company_type_931,CVDP,base.cl,,Sociedad de Responsabilidad Limitada,SRL
res_partner_company_type_932,CZCE,base.cl,,Sociedad Colectiva Comercial,
res_partner_company_type_933,EE3W,base.cl,,Sociedad en Comandita Comercial,
res_partner_company_type_934,KUUZ,base.cl,,Sociedad por Acciones,SpA
res_partner_company_type_935,OA6N,base.cl,,Sociedad Anónima,S.A.
res_partner_company_type_936,Q1J0,base.cl,,Sociedad Contractual Minera,SCM
res_partner_company_type_937,QFYC,base.cl,,Empresa Individual de Responsabilidad Limitada,E.I.R.L
res_partner_company_type_938,RNQ0,base.cl,,Organización Comunitaria,
res_partner_company_type_939,VZ3G,base.cl,,Sociedad en Comandita Civil,
res_partner_company_type_940,Y8F1,base.cl,,Organización Deportiva,
res_partner_company_type_941,YDNQ,base.cl,,Fundación,
res_partner_company_type_942,ZHHH,base.cl,,Comunidad o Asociación Indígena,
res_partner_company_type_943,1IWK,base.cn,,外国常驻新闻机构,
res_partner_company_type_944,2M6Y,base.cn,,基金会,
res_partner_company_type_945,5A9K,base.cn,,军队事业单位,
res_partner_company_type_946,5GXA,base.cn,,村级集体经济组织,
res_partner_company_type_947,6KC0,base.cn,,宗教院校,
res_partner_company_type_948,6NSC,base.cn,,律师执业机构,
res_partner_company_type_949,8XAW,base.cn,,外国在华文化中心,
res_partner_company_type_950,B5UZ,base.cn,,事业单位,
res_partner_company_type_951,BDTI,base.cn,,编办直接管理机构编制的群众团体,
res_partner_company_type_952,C38B,base.cn,,其他（外交）,
res_partner_company_type_953,CYV6,base.cn,,其他（中央军委改革和编制办公室）,
res_partner_company_type_954,DLEK,base.cn,,乡镇级集体经济组织,
res_partner_company_type_955,E4FG,base.cn,,民办非企业单位,
res_partner_company_type_956,E4YV,base.cn,,港澳台地区旅游部门常驻内地(大陆)代表机构,
res_partner_company_type_957,E88S,base.cn,,公证处,
res_partner_company_type_958,ECAK,base.cn,,企业,
res_partner_company_type_959,ESZ8,base.cn,,其他（农业）,
res_partner_company_type_960,GGZ5,base.cn,,社会团体,
res_partner_company_type_961,GPHT,base.cn,,其他（文化）,
res_partner_company_type_962,I39S,base.cn,,机关,
res_partner_company_type_963,IBEM,base.cn,,基层法律服务所,
res_partner_company_type_964,LURL,base.cn,,其他（适用于无登记机构的的情况）,
res_partner_company_type_965,NWJX,base.cn,,其他（司法行政）,
res_partner_company_type_966,OH9O,base.cn,,基层工会,
res_partner_company_type_967,OMUD,base.cn,,其他（旅游）,
res_partner_company_type_968,R3O0,base.cn,,其他（工会）,
res_partner_company_type_969,RV48,base.cn,,个体工商户,
res_partner_company_type_970,S9UH,base.cn,,司法鉴定机构,
res_partner_company_type_971,SH05,base.cn,,其他（机构编制）,
res_partner_company_type_972,T0KK,base.cn,,其他（宗教）,
res_partner_company_type_973,TBG2,base.cn,,外国旅游部门常驻代表机构,
res_partner_company_type_974,UMCR,base.cn,,农民专业合作社,
res_partner_company_type_975,V251,base.cn,,仲裁委员会,
res_partner_company_type_976,V816,base.cn,,组级集体经济组织,
res_partner_company_type_977,WEUX,base.cn,,其他（民政）,
res_partner_company_type_978,YXJ5,base.cn,,宗教活动场所,
res_partner_company_type_979,1PAD,base.co,,Empresa Unipersonal,E.U.
res_partner_company_type_980,3RHN,base.co,,Sociedad Anónima,S.A.
res_partner_company_type_981,4OYE,base.co,,Persona natural comerciante,
res_partner_company_type_982,6Z8B,base.co,,Sucursal de Sociedad Extranjera,
res_partner_company_type_983,D2T3,base.co,,Empresa Asociativa de Trabajo,
res_partner_company_type_984,DEJ0,base.co,,Sociedad Colectiva,
res_partner_company_type_985,IUIY,base.co,,Sociedad en comandita simple,Cía S. en C.
res_partner_company_type_986,KC51,base.co,,Sociedad de Economía Mixta,
res_partner_company_type_987,KYVO,base.co,,Sociedad por Acciones Simplificada,S.A.S
res_partner_company_type_988,N1TE,base.co,,Sociedad en comandita por acciones,Cía SCA.
res_partner_company_type_989,SJB8,base.co,,Sociedades Agrarias de Transformación,SAT
res_partner_company_type_990,WX45,base.co,,Sociedad de Responsabilidad Limitada,Ltda.
res_partner_company_type_991,70NZ,base.ck,,International Company,
res_partner_company_type_992,A7G6,base.ck,,Limited Liability Company,
res_partner_company_type_993,KNIC,base.ck,,International Partnership,
res_partner_company_type_994,N00R,base.ck,,Foundation,
res_partner_company_type_995,YCQM,base.ck,,International Trust,
res_partner_company_type_996,Z3Y2,base.ck,,Foreign Company,
res_partner_company_type_997,4SFS,base.cr,,Institución Autónoma,
res_partner_company_type_998,4Y4D,base.cr,,Entidad Creada por Ley Especial,
res_partner_company_type_999,72BT,base.cr,,Organismo Internacional,
res_partner_company_type_1000,DUXT,base.cr,,Junta de Educación y Junta Administrativa de Patronatos Escolares,
res_partner_company_type_1001,E26K,base.cr,,Sociedad Profesional,
res_partner_company_type_1002,EFE3,base.cr,,Municipalidad,
res_partner_company_type_1003,G5RR,base.cr,,Fundación,
res_partner_company_type_1004,H2BW,base.cr,,Sociedad civil,A.C.
res_partner_company_type_1005,HSX9,base.cr,,Temporalidad de la Iglesia,
res_partner_company_type_1006,KZMF,base.cr,,Sociedad de usuarios de aguas,
res_partner_company_type_1007,LQVG,base.cr,,Sucesión Indivisa,
res_partner_company_type_1008,M0X8,base.cr,,Condominio,
res_partner_company_type_1009,O4X3,base.cr,,"Asociación civil, Asociación deportiva, Federación",
res_partner_company_type_1010,P864,base.cr,,Sociedad de Responsabilidad Limitada o Sociedad Limitada,S.R.L.
res_partner_company_type_1011,P864,base.cr,,Sociedad de Responsabilidad Limitada o Sociedad Limitada,S.L.
res_partner_company_type_1012,Q4J1,base.cr,,Mutual de Ahorro y Préstamo,
res_partner_company_type_1013,SBQF,base.cr,,Sociedad colectiva,S.C.
res_partner_company_type_1014,SMWM,base.cr,,Sindicato y su Federación,
res_partner_company_type_1015,YFZL,base.cr,,Fideicomiso de Partidos Políticos,
res_partner_company_type_1016,YOIW,base.cr,,Sociedad Anónima,S.A.
res_partner_company_type_1017,YP63,base.cr,,Sociedad en comandita,S. en C.
res_partner_company_type_1018,YW6W,base.cr,,Empresa Individual de Responsabilidad Limitada,E.I.R.L.
res_partner_company_type_1019,YYZO,base.cr,,Asociación Cooperativa,
res_partner_company_type_1020,24EG,base.hr,,Kreditna unija,
res_partner_company_type_1021,274G,base.hr,,Udruga,
res_partner_company_type_1022,28RA,base.hr,,Fond,
res_partner_company_type_1023,2FED,base.hr,,Gospodarsko interesno udruženje,GIU
res_partner_company_type_1024,3OW3,base.hr,,Europsko gospodarsko interesno udruženje (skraćeno EGIU),EGIU
res_partner_company_type_1025,6Q6D,base.hr,,Pravna osoba Katoličke Crkve,
res_partner_company_type_1026,6RD2,base.hr,,Agencije I druge samostalne pravne osobe s javnim ovlastima,
res_partner_company_type_1027,8VRU,base.hr,,"Europska zadruga (Societas Cooperativa Europaea, skraćeno SCE)",SCE
res_partner_company_type_1028,9D9U,base.hr,,Trgovac pojedinac,t.p.
res_partner_company_type_1029,9PZC,base.hr,,Fundacija,
res_partner_company_type_1030,E9CM,base.hr,,"Europsko društvo (Societas Europaea, skraćeno SE)",SE
res_partner_company_type_1031,EYKU,base.hr,,Stečajna masa,
res_partner_company_type_1032,G5RH,base.hr,,Zadruge,
res_partner_company_type_1033,IVVD,base.hr,,Savez zadruga,
res_partner_company_type_1034,KP34,base.hr,,Javno trgovačko društvo,j.t.d.
res_partner_company_type_1035,LUMA,base.hr,,Dioničko društvo,d.d.
res_partner_company_type_1036,MF7P,base.hr,,Komanditno društvo,k.d.
res_partner_company_type_1037,NRTG,base.hr,,Podružnica,
res_partner_company_type_1038,OQWO,base.hr,,Društvo s ograničenom odgovornošću (jednostavno društvo s ograničenom odgovornošću),d.o.o.
res_partner_company_type_1039,OQWO,base.hr,,Društvo s ograničenom odgovornošću (jednostavno društvo s ograničenom odgovornošću),j.d.o.o
res_partner_company_type_1040,SPJ7,base.hr,,Vjerska zajednica,
