id,code,country_id:id,state_id:id,name,shortcut
res_partner_company_type_1,CDOV,base.ag,,International Business Corporation,
res_partner_company_type_2,5AWN,base.ar,,Sociedad del Estado,S.E
res_partner_company_type_3,6M8Y,base.ar,,Sociedad Colectiva,Soc.Col.
res_partner_company_type_4,D3E0,base.ar,,Sociedad de Capital e Industria,S.C.e I.
res_partner_company_type_5,F0A6,base.ar,,Sociedad Anonima,S.A.
res_partner_company_type_6,FE8K,base.ar,,Sociedad Por Acciones Simplificada,S.A.S
res_partner_company_type_7,H70T,base.ar,,Sociedad en Comandita Simple,S.C.S.
res_partner_company_type_8,HZ6C,base.ar,,Sociedad Cooperativa,S. Coop.
res_partner_company_type_9,L4QF,base.ar,,Organismo Publico,
res_partner_company_type_10,LVJZ,base.ar,,Fundacion,
res_partner_company_type_11,O7AL,base.ar,,Sociedad de Garantía Reciproca,SGR
res_partner_company_type_12,PLZ6,base.ar,,Sociedad en Comandita por Acciones,S.C.p.A.
res_partner_company_type_13,RDD3,base.ar,,Asociacion civil,
res_partner_company_type_14,U82F,base.ar,,Sociedad De Responsalided Limitada,S.R.L
res_partner_company_type_15,WUAZ,base.ar,,Sociedad Anonima Unipersonal,S.A.U.
res_partner_company_type_16,CRL9,base.aw,,Stichting,
res_partner_company_type_17,CYW2,base.aw,,Vennootschap onder firma,VOF
res_partner_company_type_18,CYW2,base.aw,,Vennootschap onder firma,vof
res_partner_company_type_19,CYW2,base.aw,,Vennootschap onder firma,V.O.F.
res_partner_company_type_20,CYW2,base.aw,,Vennootschap onder firma,v.o.f.
res_partner_company_type_21,GAJN,base.aw,,Commanditaire vennootschap (1),
res_partner_company_type_22,M27U,base.aw,,Besloten vennootschap,BV
res_partner_company_type_23,M27U,base.aw,,Besloten vennootschap,bv
res_partner_company_type_24,M27U,base.aw,,Besloten vennootschap,B.V.
res_partner_company_type_25,M27U,base.aw,,Besloten vennootschap,b.v.
res_partner_company_type_26,OLAI,base.aw,,Vereniging,
res_partner_company_type_27,P65N,base.aw,,Naamloze vennootschap,NV
res_partner_company_type_28,P65N,base.aw,,Naamloze vennootschap,nv
res_partner_company_type_29,P65N,base.aw,,Naamloze vennootschap,N.V.
res_partner_company_type_30,P65N,base.aw,,Naamloze vennootschap,n.v.
res_partner_company_type_31,PCRJ,base.aw,,Cooperatieve vereniging,
res_partner_company_type_32,PT6C,base.aw,,Eenmanszaak,
res_partner_company_type_33,REUP,base.aw,,Aruba vrijgestelde vennootschap,AVV
res_partner_company_type_34,REUP,base.aw,,Aruba vrijgestelde vennootschap,avv
res_partner_company_type_35,REUP,base.aw,,Aruba vrijgestelde vennootschap,A.V.V.
res_partner_company_type_36,REUP,base.aw,,Aruba vrijgestelde vennootschap,a.v.v.
res_partner_company_type_37,T5RL,base.aw,,Vennootschap buitenlands recht,
res_partner_company_type_38,UV8T,base.aw,,Maatschap,
res_partner_company_type_39,V905,base.aw,,Vennootschap met beperkte aansprakelijkheid,VBA
res_partner_company_type_40,V905,base.aw,,Vennootschap met beperkte aansprakelijkheid,vba
res_partner_company_type_41,V905,base.aw,,Vennootschap met beperkte aansprakelijkheid,V.B.A.
res_partner_company_type_42,V905,base.aw,,Vennootschap met beperkte aansprakelijkheid,v.b.a.
res_partner_company_type_43,YCV2,base.aw,,Commanditaire vennootschap (1+),
res_partner_company_type_44,6W6X,base.au,,Co-operative,Co-operative Limited
res_partner_company_type_45,6W6X,base.au,,Co-operative,Cooperative Limited
res_partner_company_type_46,6W6X,base.au,,Co-operative,Co-op Limited
res_partner_company_type_47,6W6X,base.au,,Co-operative,Coop Limited
res_partner_company_type_48,6W6X,base.au,,Co-operative,Co-operative Ltd.
res_partner_company_type_49,6W6X,base.au,,Co-operative,Cooperative Ltd.
res_partner_company_type_50,6W6X,base.au,,Co-operative,Co-opLtd.
res_partner_company_type_51,6W6X,base.au,,Co-operative,Coop Ltd.
res_partner_company_type_52,6W6X,base.au,,Co-operative,Co-operative
res_partner_company_type_53,6W6X,base.au,,Co-operative,Cooperative
res_partner_company_type_54,6W6X,base.au,,Co-operative,Co-op
res_partner_company_type_55,6W6X,base.au,,Co-operative,Coop
res_partner_company_type_56,7TPC,base.au,,Trust,
res_partner_company_type_57,ADXG,base.au,,Fund,
res_partner_company_type_58,BC38,base.au,,Incorporated association,Inc
res_partner_company_type_59,BC38,base.au,,Incorporated association,inc
res_partner_company_type_60,BC38,base.au,,Incorporated association,Inc.
res_partner_company_type_61,BC38,base.au,,Incorporated association,inc.
res_partner_company_type_62,J4JC,base.au,,Limited Partnership,A Limited Partnership
res_partner_company_type_63,J4JC,base.au,,Limited Partnership,An Incorporated Limited Partnership
res_partner_company_type_64,J4JC,base.au,,Limited Partnership,LP
res_partner_company_type_65,J4JC,base.au,,Limited Partnership,LP.
res_partner_company_type_66,J4JC,base.au,,Limited Partnership,Lp.
res_partner_company_type_67,J4JC,base.au,,Limited Partnership,Lp
res_partner_company_type_68,J4JC,base.au,,Limited Partnership,I.L.P
res_partner_company_type_69,J4JC,base.au,,Limited Partnership,ILP
res_partner_company_type_70,LZFR,base.au,,Public Company limited by guarantee,Ltd
res_partner_company_type_71,LZFR,base.au,,Public Company limited by guarantee,Ltd.
res_partner_company_type_72,LZFR,base.au,,Public Company limited by guarantee,Limited
res_partner_company_type_73,PQHL,base.au,,No Liability Company,No Liability
res_partner_company_type_74,PQHL,base.au,,No Liability Company,NL
res_partner_company_type_75,Q82Q,base.au,,Unlimited Proprietary Company,Proprietary
res_partner_company_type_76,Q82Q,base.au,,Unlimited Proprietary Company,PTY
res_partner_company_type_77,Q82Q,base.au,,Unlimited Proprietary Company,PTY.
res_partner_company_type_78,Q82Q,base.au,,Unlimited Proprietary Company,Pty.
res_partner_company_type_79,Q82Q,base.au,,Unlimited Proprietary Company,Pty Ltd
res_partner_company_type_80,R4KK,base.au,,Public Company limited by shares,Ltd
res_partner_company_type_81,R4KK,base.au,,Public Company limited by shares,Ltd.
res_partner_company_type_82,R4KK,base.au,,Public Company limited by shares,Limited
res_partner_company_type_83,TXVC,base.au,,Limited Proprietary Company,Proprietary Limited
res_partner_company_type_84,TXVC,base.au,,Limited Proprietary Company,Proprietary Ltd
res_partner_company_type_85,TXVC,base.au,,Limited Proprietary Company,Pty Limited
res_partner_company_type_86,TXVC,base.au,,Limited Proprietary Company,PTY LTD
res_partner_company_type_87,TXVC,base.au,,Limited Proprietary Company,PTY. LTD.
res_partner_company_type_88,TXVC,base.au,,Limited Proprietary Company,Pty. Ltd.
res_partner_company_type_89,TXVC,base.au,,Limited Proprietary Company,Pty Ltd
res_partner_company_type_90,TXVC,base.au,,Limited Proprietary Company,Pty Ltd.
res_partner_company_type_91,XHCV,base.au,,Indigenous Corporation,Indigenous corporation
res_partner_company_type_92,XHCV,base.au,,Indigenous Corporation,RNTBC
res_partner_company_type_93,1NOX,base.at,,Sonstiger Rechtsträger,
res_partner_company_type_94,5WWO,base.at,,Privatstiftung,
res_partner_company_type_95,69H1,base.at,,Europäische Genossenschaft (SCE),SCE
res_partner_company_type_96,8XDW,base.at,,Genossenschaft,
res_partner_company_type_97,AAL7,base.at,,Kommandit-Erwerbsgesellschaft,KEG
res_partner_company_type_98,AXSB,base.at,,Gesellschaft mit beschränkter Haftung,GmbH
res_partner_company_type_99,AXSB,base.at,,Gesellschaft mit beschränkter Haftung,Ges.m.b.H.
res_partner_company_type_100,CAQ1,base.at,,Versicherungsverein auf Gegenseitigkeit,
res_partner_company_type_101,DM88,base.at,,Europäische wirtschaftliche Interessenvereinigung,
res_partner_company_type_102,DX6Z,base.at,,Verein,
res_partner_company_type_103,E9OX,base.at,,Gemeinnützige Stiftung,
res_partner_company_type_104,ECWU,base.at,,Einzelunternehmer,EU
res_partner_company_type_105,EQOV,base.at,,Aktiengesellschaft,AG
res_partner_company_type_106,G3R6,base.at,,Einzelkaufmann,
res_partner_company_type_107,GVPD,base.at,,Offene Handelsgesellschaft,OHG
res_partner_company_type_108,JJYT,base.at,,Körperschaft öffentlichen Rechts,
res_partner_company_type_109,JQOI,base.at,,Sparkasse,
res_partner_company_type_110,JTAV,base.at,,Offene Gesellschaft,OG
res_partner_company_type_111,JUHG,base.at,,Offene Erwerbsgesellschaft,OEG
res_partner_company_type_112,NIJH,base.at,,Erwerbs- und Wirtschaftsgenossenschaft,
res_partner_company_type_113,NNLI,base.at,,stille Gesellschaft,stG
res_partner_company_type_114,O65B,base.at,,Europäische Gesellschaft (SE),SE
res_partner_company_type_115,ONF1,base.at,,Kommanditgesellschaft,KG
res_partner_company_type_116,UI81,base.at,,Gesellschaft des bürgerlichen Rechts,GesbR
res_partner_company_type_117,52TH,base.az,,Törəmə təsərrüfat cəmiyyəti,
res_partner_company_type_118,6JHZ,base.az,,Məhdud məsuliyyətli cəmiyyəti,MMC
res_partner_company_type_119,DWEA,base.az,,Kooperativlər,
res_partner_company_type_120,HKL3,base.az,,Əlavə məsuliyyətli cəmiyyət,
res_partner_company_type_121,K81Q,base.az,,Açıq səhmdar cəmiyyəti,ASC
res_partner_company_type_122,M4LU,base.az,,Qapalı səhmdar cəmiyyəti,QSC
res_partner_company_type_123,MEJT,base.az,,Tam ortaqlıq,
res_partner_company_type_124,PITR,base.az,,Hüquqi şəxslərin ittifaqları,
res_partner_company_type_125,SLXJ,base.az,,Asılı təsərrüfat cəmiyyəti,
res_partner_company_type_126,TD56,base.az,,Komandit ortaqlıq,
res_partner_company_type_127,U0SP,base.az,,İctimai birliklər,
res_partner_company_type_128,ZD74,base.az,,Fondlar,
res_partner_company_type_129,1W6I,base.bs,,Limited Liability Partnership,LLP
res_partner_company_type_130,78QF,base.bs,,Partnership,
res_partner_company_type_131,98A8,base.bs,,Company Limited by Shares,Ltd
res_partner_company_type_132,A9N4,base.bs,,International Business Company,
res_partner_company_type_133,DAEG,base.bs,,Unlimited Liability Company,
res_partner_company_type_134,HNSU,base.bs,,Public Company Limited by Shares,Ltd
res_partner_company_type_135,HP0B,base.bs,,Company Limited both by Shares and by Guarantee,Ltd
res_partner_company_type_136,PB7W,base.bs,,Company Limited by Guarantee,Ltd
res_partner_company_type_137,PICJ,base.bs,,Non-Profit Company,
res_partner_company_type_138,SQ8U,base.bs,,Exempted Limited Partnership,
res_partner_company_type_139,VVOW,base.bs,,Foundation,
res_partner_company_type_140,XDKS,base.bs,,Sole Proprietor,
res_partner_company_type_141,2MAO,base.bh,,الشركة غير هادفة للربح,
res_partner_company_type_142,990B,base.bh,,وصية الشراكة من قبل شركة الأسهم (شركة التوصية بالأسهم),
res_partner_company_type_143,JNJI,base.bh,,الشركة ذات المسؤولية المحدودة,ذ.م.م
res_partner_company_type_144,SRQE,base.bh,,شركة التوصية البسيطة للشراكة (شركة التوصية البسيطة),
res_partner_company_type_145,SWH1,base.bh,,شركة تضامن,
res_partner_company_type_146,2T7B,base.bb,,society with restricted liability,SRL
res_partner_company_type_147,5IL6,base.bb,,sole proprietorship,
res_partner_company_type_148,7FCS,base.bb,,partnership,
res_partner_company_type_149,EKJG,base.bb,,segregated cell company,
res_partner_company_type_150,HTBY,base.bb,,company,ltd.
res_partner_company_type_151,HTBY,base.bb,,company,corp.
res_partner_company_type_152,HTBY,base.bb,,company,inc.
res_partner_company_type_153,KYFD,base.bb,,non-profit company,
res_partner_company_type_154,Q9Y1,base.bb,,international business company,
res_partner_company_type_155,T4KB,base.bb,,association,
res_partner_company_type_156,TEPY,base.bb,,public company,ltd.
res_partner_company_type_157,TEPY,base.bb,,public company,corp.
res_partner_company_type_158,TEPY,base.bb,,public company,inc.
res_partner_company_type_159,X2X1,base.bb,,limited partnership,
res_partner_company_type_160,106J,base.by,,Закрытае акцыянернае таварыства,ЗАТ
res_partner_company_type_161,106J,base.by,,Закрытое акционерное общество,ЗАО
res_partner_company_type_162,9X63,base.by,,Унітарнае прадпрыемства,УП
res_partner_company_type_163,9X63,base.by,,Унитарное предприятие,УП
res_partner_company_type_164,AABD,base.by,,Таварыства з абмежаванай адказнасцю,ТАА
res_partner_company_type_165,AABD,base.by,,Общество с ограниченной ответственностью,ООО
res_partner_company_type_166,JLR3,base.by,,Таварыства з дадатковай адказнасцю,ТДА
res_partner_company_type_167,JLR3,base.by,,Общество с дополнительной ответственностью,ОДО
res_partner_company_type_168,MR85,base.by,,Адкрытае акцыянернае таварыства,ААТ
res_partner_company_type_169,MR85,base.by,,Открытое акционерное общество,ОАО
res_partner_company_type_170,1TX8,base.be,,Commanditaire vennootschap op aandelen met een sociaal oogmerk,CVA SO
res_partner_company_type_171,1TX8,base.be,,Société en commandite par actions à finalité sociale,SCA FS
res_partner_company_type_172,1TX8,base.be,,Kommanditgesellschaft auf Aktien mit sozialer Zielsetzung,KGaAmsZ
res_partner_company_type_173,28FE,base.be,,Coöperatieve vennootschap,CV
res_partner_company_type_174,28FE,base.be,,Société coopérative,SC
res_partner_company_type_175,28FE,base.be,,Genossenschaft,Gen.
res_partner_company_type_176,2QSA,base.be,,Coöperatieve vennootschap met beperkte aansprakelijkheid met een sociaal oogmerk,CVBA SO
res_partner_company_type_177,2QSA,base.be,,Société coopérative à responsabilité limitée à finalité sociale,SCRL FS
res_partner_company_type_178,2QSA,base.be,,Genossenschaft mit beschränkter Haftung mit sozialer Zielsetzung,GbHsZ
res_partner_company_type_179,36KV,base.be,,Europese vennootschap (Societas Europaea),SE
res_partner_company_type_180,36KV,base.be,,Société européenne (Societas Europaea),SE
res_partner_company_type_181,36KV,base.be,,Europäische Gesellschaft (Societas Europaea),SE
res_partner_company_type_182,3LMA,base.be,,Buitenlandse onderneming,BO
res_partner_company_type_183,3LMA,base.be,,Entreprise étrangère,ENT E
res_partner_company_type_184,3LMA,base.be,,Ausländische Gesellschaft,AGes.
res_partner_company_type_185,3N94,base.be,,Onderneming-natuurlijk persoon,ONP
res_partner_company_type_186,3N94,base.be,,Entreprise personne physique,EPP
res_partner_company_type_187,3N94,base.be,,Unternehmen natürliche Person,UNP
res_partner_company_type_188,3W7E,base.be,,Besloten Vennootschap,BV
res_partner_company_type_189,3W7E,base.be,,Société à responsabilité limitée,SRL
res_partner_company_type_190,3W7E,base.be,,Gesellschaft mit beschränkter Haftung,GmbH
res_partner_company_type_191,4E5P,base.be,,Coöperatieve vennootschap met onbeperkte aansprakelijkheid met een sociaal oogmerk,CVOA SO
res_partner_company_type_192,4E5P,base.be,,Société coopérative à responsabilité illimitée à finalité sociale,SCRI FS
res_partner_company_type_193,4E5P,base.be,,Genossenschaft mit unbeschränkter Haftung mit sozialer Zielsetzung,GuHsZ
res_partner_company_type_194,7SJP,base.be,,Europees economisch samenwerkingsverband,EESV
res_partner_company_type_195,7SJP,base.be,,Groupement européen d'intérêt économique,GEIE
res_partner_company_type_196,7SJP,base.be,,Europäische wirtschaftliche Interessenvereinigung,EWIV
res_partner_company_type_197,8E2A,base.be,,Coöperatieve vennootschap met beperkte aansprakelijkheid,CVBA
res_partner_company_type_198,8E2A,base.be,,Société coopérative à responsabilité limitée,SCRL
res_partner_company_type_199,8E2A,base.be,,Genossenschaft mit beschränkter Haftung,Gen.mbH
res_partner_company_type_200,8YLB,base.be,,Instelling zonder winstoogmerk,IZW
res_partner_company_type_201,8YLB,base.be,,Institution sans but lucratif,ISBL
res_partner_company_type_202,28YLB,base.be,,Einrichtung ohne Gewinnerzielungsabsicht,EoG
res_partner_company_type_203,B910,base.be,,Vennootschap onder firma met een sociaal oogmerk,VOF SO
res_partner_company_type_204,B910,base.be,,Société en nom collectif à finalité sociale,SNC FS
res_partner_company_type_205,B910,base.be,,Offene Handelsgesellschaft mit sozialer Zielsetzung,OHGmsZ
res_partner_company_type_206,C609,base.be,,Eenpersoons besloten vennootschap met beperkte aansprakelijkheid,EBVBA
res_partner_company_type_207,C609,base.be,,Société privée à responsabilité limitée unipersonnelle,SPRLU
res_partner_company_type_208,C609,base.be,,Privatgesellschaft mit beschränkter Haftung mit einem Alleingesellschafter,PGmbHmA
res_partner_company_type_209,CFH5,base.be,,Vennootschap of vereniging zonder rechtspersoonlijkheid,VVZRL
res_partner_company_type_210,CFH5,base.be,,Société ou association sans personnalité juridique,SASPJ
res_partner_company_type_211,CFH5,base.be,,Gesellschaften oder Vereinigungen ohne Rechtspersönlichkeit,GVoRP
res_partner_company_type_212,EDMK,base.be,,Vereniging zonder winstoogmerk van publiek recht,VZW PR
res_partner_company_type_213,EDMK,base.be,,Association sans but lucratif de droit public,ASBL DPU
res_partner_company_type_214,EDMK,base.be,,Öffentlich-rechtliche Vereinigung ohne Gewinnerzielungsabsicht,ÖrVohGza
res_partner_company_type_215,EXY8,base.be,,"Coöperatieve vennootschap met onbeperkte aansprakelijkheid, bij wijze van deelneming van publiek recht",CVOA CD
res_partner_company_type_216,EXY8,base.be,,"Coopérative à responsabilité illimitée, coopérative de participation, de droit public",SCRI CP
res_partner_company_type_217,EXY8,base.be,,"Öffentlich-rechtliche Genossenschaft mit unbeschränkter Haftung, Genossenschaft auf Beteiligung",GmuHGB
res_partner_company_type_218,J5OU,base.be,,Economisch samenwerkingsverband,ESV
res_partner_company_type_219,J5OU,base.be,,Groupement d'intérêt économique,GIE
res_partner_company_type_220,J5OU,base.be,,Wirtschaftliche Interessenvereinigung,WIV
res_partner_company_type_221,JAM3,base.be,,Coöperatieve vennootschap van publiek recht,CV PR
res_partner_company_type_222,JAM3,base.be,,Société coopérative de droit public,SC DPU
res_partner_company_type_223,JAM3,base.be,,Öffentlich-rechtliche Genossenschaft,ÖrGen.
res_partner_company_type_224,JNAD,base.be,,Besloten vennootschap met beperkte aansprakelijkheid met een sociaal oogmerk,BVBA SO
res_partner_company_type_225,JNAD,base.be,,Société privée à responsabilité limitée à finalité sociale,SPRL FS
res_partner_company_type_226,JNAD,base.be,,Privatgesellschaft mit beschränkter Haftung mit sozialer Zielsetzung,PmbHsZ
res_partner_company_type_227,KLBO,base.be,,Burgerlijke vennootschap onder vorm van commanditaire vennootschap op aandelen,BV CVA
res_partner_company_type_228,KLBO,base.be,,Société civile sous forme de société en commandite par actions,SC SCA
res_partner_company_type_229,KLBO,base.be,,Zivilrechtliche Gesellschaft in der Rechtsform einer Kommanditgesellschaft auf Aktien,ZRG KGaA
res_partner_company_type_230,KM6O,base.be,,Maatschap,MS
res_partner_company_type_231,KM6O,base.be,,Société de droit commun,SDC
res_partner_company_type_232,KM6O,base.be,,Gesellschaft des allgemeinen Rechts,GaR
res_partner_company_type_233,L05H,base.be,,Besloten Vennootschap van publiek recht,BV PR
res_partner_company_type_234,L05H,base.be,,Société à responsabilité limitée de droit public,SRL DPU
res_partner_company_type_235,L05H,base.be,,Öffentlich-rechtliche Gesellschaft mit beschränkter Haftung,ÖrGmbH
res_partner_company_type_236,LWHF,base.be,,Coöperatieve vennootschap met onbeperkte aansprakelijkheid,CVOA
res_partner_company_type_237,LWHF,base.be,,Société coopérative à responsabilité illimitée,SCRI
res_partner_company_type_238,LWHF,base.be,,Genossenschaft mit unbeschränkter Haftung,Gen.mubH
res_partner_company_type_239,LWV6,base.be,,Gewone commanditaire vennootschap,Comm.V
res_partner_company_type_240,LWV6,base.be,,Société en commandite simple,SCS
res_partner_company_type_241,LWV6,base.be,,Einfache Kommanditgesellschaft,EKG
res_partner_company_type_242,MQH3,base.be,,Commanditaire vennootschap,CommV
res_partner_company_type_243,MQH3,base.be,,Société en commandite,SComm
res_partner_company_type_244,MQH3,base.be,,Kommanditgesellschaft,KommG
res_partner_company_type_245,N5NT,base.be,,Besloten vennootschap met beperkte aansprakelijkheid,BVBA
res_partner_company_type_246,N5NT,base.be,,Société privée à responsabilité limitée,SPRL
res_partner_company_type_247,N5NT,base.be,,Privatgesellschaft mit beschränkter Haftung,PGmbH
res_partner_company_type_248,O59C,base.be,,Economisch samenwerkingsverband met een sociaal oogmerk,ESV SO
res_partner_company_type_249,O59C,base.be,,Groupement d'intérêt économique à finalité sociale,GIE FS
res_partner_company_type_250,O59C,base.be,,Wirtschaftliche Interessenvereinigung mit sozialer Zielsetzung,WIVmsZ
res_partner_company_type_251,O5HQ,base.be,,Burgerlijke vennootschap onder vorm van coöperatieve vennootschap met beperkte aansprakelijkheid,BV CVBA
res_partner_company_type_252,O5HQ,base.be,,Société civile sous forme de société coopérative à responsabilité limitée,SC SCRL
res_partner_company_type_253,O5HQ,base.be,,Zivilrechtliche Gesellschaft in der Rechtsform einer Genossenschaft mit beschränkter Haftung,ZvGGbH
res_partner_company_type_254,PVT3,base.be,,Eenpersoons besloten vennootschap met beperkte aansprakelijkheid met een sociaal oogmerk,EBVBA SO
res_partner_company_type_255,PVT3,base.be,,Société privée à responsabilité limitée unipersonnelle à finalité sociale,SPRLU FS
res_partner_company_type_256,PVT3,base.be,,Privatgesellschaft mit beschränkter Haftung mit sozialer Zielsetzung mit einem Alleingesellschafter,PgbHsZ
res_partner_company_type_257,QZIS,base.be,,Openbare instelling,OI
res_partner_company_type_258,QZIS,base.be,,Etablissement public,ETSPUBLI
res_partner_company_type_259,QZIS,base.be,,Öffentliche Einrichtung,ÖE
res_partner_company_type_260,R85P,base.be,,Naamloze vennootschap,NV
res_partner_company_type_261,R85P,base.be,,Société anonyme,SA
res_partner_company_type_262,R85P,base.be,,Aktiengesellschaft,AG
res_partner_company_type_263,T922,base.be,,Burgerlijke vennootschap onder vorm van gewone commanditaire vennootschap,BV GCV
res_partner_company_type_264,T922,base.be,,Société civile sous forme de société en commandite simple,SC SCS
res_partner_company_type_265,T922,base.be,,Zivilrechtliche Gesellschaft in der Rechtsform einer einfachen Kommanditgesellschaft,ZRG EKG
res_partner_company_type_266,TPTU,base.be,,Naamloze vennootschap van publiek recht,NV PR
res_partner_company_type_267,TPTU,base.be,,Société anonyme de droit public,SA DPU
res_partner_company_type_268,TPTU,base.be,,Öffentlich-rechtliche Aktiengesellschaft,Ö.-r.AG
res_partner_company_type_269,U2PN,base.be,,Commanditaire vennootschap op aandelen,Comm.VA
res_partner_company_type_270,U2PN,base.be,,Société en commandite par actions,SCA
res_partner_company_type_271,U2PN,base.be,,Kommanditgesellschaft auf Aktien,KGaA
res_partner_company_type_272,U5KF,base.be,,Burgerlijke vennootschap onder vorm van vennootschap onder firma,BV VOF
res_partner_company_type_273,U5KF,base.be,,Société civile sous forme de société en nom collectif,SC SNC
res_partner_company_type_274,U5KF,base.be,,Zivilrechtliche Gesellschaft in der Rechtsform einer offenen Handelsgesellschaft,ZRG OHG
res_partner_company_type_275,UCT9,base.be,,Burgerlijke Vennootschap onder vorm van Landbouwvennootschap (BV LV),BV LV
res_partner_company_type_276,UCT9,base.be,,Société civile sous forme de société agricole,SC SAGR
res_partner_company_type_277,UCT9,base.be,,Zivilrechtliche Gesellschaft in der Rechtsform einer landwirtschaftlichen Gesellschaft,ZRG LG
res_partner_company_type_278,UW1Y,base.be,,Vennootschap onder firma,V.O.F.
res_partner_company_type_279,UW1Y,base.be,,Société en nom collectif,SNC
res_partner_company_type_280,UW1Y,base.be,,Offene Handelsgesellschaft,OHG
res_partner_company_type_281,V03J,base.be,,Internationale vereniging zonder winstoogmerk,IVZW
res_partner_company_type_282,V03J,base.be,,Association internationale sans but lucratif,AISBL
res_partner_company_type_283,V03J,base.be,,Internationale Vereinigung ohne Gewinnerzielungsabsicht,IVoG
res_partner_company_type_284,V7FT,base.be,,Naamloze vennootschap met een sociaal oogmerk,NV SO
res_partner_company_type_285,V7FT,base.be,,Société anonyme à finalité sociale,SA FS
res_partner_company_type_286,V7FT,base.be,,Aktiengesellschaft mit sozialer Zielsetzung,AGmsZ
res_partner_company_type_287,V8L7,base.be,,Burgerlijke vennootschap onder vorm van besloten vennootschap met beperkte aansprakelijkheid,BV BVBA
res_partner_company_type_288,V8L7,base.be,,Société civile sous forme de société privée à responsabilité limitée,SC SPRL
res_partner_company_type_289,V8L7,base.be,,Zivilrechtliche Gesellschaft in der Rechtsform einer Privatgesellschaft mit beschränkter Haftung,ZvGPgbH
res_partner_company_type_290,W3WH,base.be,,Vereniging zonder winstoogmerk,VZW
res_partner_company_type_291,W3WH,base.be,,Association sans but lucratif,ASBL
res_partner_company_type_292,W3WH,base.be,,Vereinigung ohne Gewinnerzielungsabsicht,VoG
res_partner_company_type_293,WTLP,base.be,,Burgerlijke vennootschap onder vorm van coöperatieve vennootschap met onbeperkte aansprakelijkheid,BV CVOA
res_partner_company_type_294,WTLP,base.be,,Société civile sous forme de société coopérative à responsabilité illimitée,SC SCRI
res_partner_company_type_295,WTLP,base.be,,Zivilrechtliche Gesellschaft in der Rechtsform einer Genossenschaft mit unbeschränkter Haftung,ZvGGugcH
res_partner_company_type_296,X8ZK,base.be,,Coöperatieve vennootschap met beperkte aansprakelijkheid van publiek recht,CVBA PR
res_partner_company_type_297,X8ZK,base.be,,Société coopérative à responsabilité limitée de droit public,SCRL DPU
res_partner_company_type_298,X8ZK,base.be,,Öffentlich-rechtliche Genossenschaft mit beschränkter Haftung,ÖfrGmbH
res_partner_company_type_299,XLEO,base.be,,Gewone commanditaire vennootschap met een sociaal oogmerk,GCW SO
res_partner_company_type_300,XLEO,base.be,,Société en commandite simple à finalité sociale,SCS FS
res_partner_company_type_301,XLEO,base.be,,Einfache Kommanditgesellschaft mit sozialer Zielsetzung,EKGmsZ
res_partner_company_type_302,XQZX,base.be,,Burgerlijke vennootschap onder vorm van naamloze vennootschap,BV NV
res_partner_company_type_303,XQZX,base.be,,Société civile sous forme de société anonyme,SC SA
res_partner_company_type_304,XQZX,base.be,,Zivilrechtliche Gesellschaft in der Rechtsform einer Aktiengesellschaft,ZRG AG
res_partner_company_type_305,Y1Q4,base.be,,Private stichting,PRIV ST.
res_partner_company_type_306,Y1Q4,base.be,,Private stichting,PS
res_partner_company_type_307,Y1Q4,base.be,,Fondation privée,FONDPRIV
res_partner_company_type_308,Y1Q4,base.be,,Privatstiftung,PrSt
res_partner_company_type_309,YBHM,base.be,,Europese Coöperatieve Vennootschap,SCE
res_partner_company_type_310,YBHM,base.be,,Société coopérative européenne,SCE
res_partner_company_type_311,YBHM,base.be,,Europäische Genossenschaft,OFP
res_partner_company_type_312,ZOK2,base.be,,Landbouwvennootschap,LV
res_partner_company_type_313,ZOK2,base.be,,Société agricole,S. Agr.
res_partner_company_type_314,ZOK2,base.be,,Landwirtschaftliche Gesellschaft,LG
res_partner_company_type_315,ZSFX,base.be,,Naamloze vennootschap met een sociaal oogmerk,NV SO
res_partner_company_type_316,ZSFX,base.be,,Société anonyme à finalité sociale,SA FS
res_partner_company_type_317,ZSFX,base.be,,Aktiengesellschaft mit sozialer Zielsetzung,AGmsZ
res_partner_company_type_318,ZUHK,base.be,,Stichting van openbaar nut,SON
res_partner_company_type_319,ZUHK,base.be,,Fondation d'utilité publique,FUP
res_partner_company_type_320,ZUHK,base.be,,Gemeinnützige Stiftung,gnS
res_partner_company_type_321,6DGX,base.be,,Association prestataire de services (Région flamande),
res_partner_company_type_322,6DGX,base.be,,Dienstverlenende vereniging (Vlaams Gewest),
res_partner_company_type_323,6DGX,base.be,,Dienstleistungsvereinigung (Flämische Region),
res_partner_company_type_324,MGCM,base.be,,Association chargée de mission (Région flamande),
res_partner_company_type_325,MGCM,base.be,,Opdrachthoudende vereniging (Vlaams Gewest),
res_partner_company_type_326,MGCM,base.be,,Beauftragte Vereinigung (Flämische Region),
res_partner_company_type_327,84DD,base.bz,,International Business Company,
res_partner_company_type_328,AO0O,base.bz,,Unlimited Company,
res_partner_company_type_329,D1SL,base.bz,,Partnership,
res_partner_company_type_330,EAD0,base.bz,,Company Limited by Shares,
res_partner_company_type_331,GJKF,base.bz,,Association,
res_partner_company_type_332,ZHT0,base.bz,,Company Limited by Guarantee,
res_partner_company_type_333,7AS7,base.bm,,Exempted Companies Limited by Shares,
res_partner_company_type_334,7HCE,base.bm,,Exempted LLC,
