id,code,country_id:id,state_id:id,name
entity_legal_form_154,EDMK,base.be,,Vereniging zonder winstoogmerk van publiek recht
entity_legal_form_155,EDMK,base.be,,Association sans but lucratif de droit public
entity_legal_form_156,EDMK,base.be,,Öffentlich-rechtliche Vereinigung ohne Gewinnerzielungsabsicht
entity_legal_form_157,EXY8,base.be,,"Coöperatieve vennootschap met onbeperkte aansprakelijkheid, bij wijze van deelneming van publiek recht"
entity_legal_form_158,EXY8,base.be,,"Coopérative à responsabilité illimitée, coopérative de participation, de droit public"
entity_legal_form_159,EXY8,base.be,,"Öffentlich-rechtliche Genossenschaft mit unbeschränkter Haftung, Genossenschaft auf Beteiligung"
entity_legal_form_160,J5OU,base.be,,Economisch samenwerkingsverband
entity_legal_form_161,J5OU,base.be,,Groupement d'intérêt économique
entity_legal_form_162,J5OU,base.be,,Wirtschaftliche Interessenvereinigung
entity_legal_form_163,JAM3,base.be,,Coöperatieve vennootschap van publiek recht
entity_legal_form_164,JAM3,base.be,,Société coopérative de droit public
entity_legal_form_165,JAM3,base.be,,Öffentlich-rechtliche Genossenschaft
entity_legal_form_166,JNAD,base.be,,Besloten vennootschap met beperkte aansprakelijkheid met een sociaal oogmerk
entity_legal_form_167,JNAD,base.be,,Société privée à responsabilité limitée à finalité sociale
entity_legal_form_168,JNAD,base.be,,Privatgesellschaft mit beschränkter Haftung mit sozialer Zielsetzung
entity_legal_form_169,KLBO,base.be,,Burgerlijke vennootschap onder vorm van commanditaire vennootschap op aandelen
entity_legal_form_170,KLBO,base.be,,Société civile sous forme de société en commandite par actions
entity_legal_form_171,KLBO,base.be,,Zivilrechtliche Gesellschaft in der Rechtsform einer Kommanditgesellschaft auf Aktien
entity_legal_form_172,KM6O,base.be,,Maatschap
entity_legal_form_173,KM6O,base.be,,Société de droit commun
entity_legal_form_174,KM6O,base.be,,Gesellschaft des allgemeinen Rechts
entity_legal_form_175,L05H,base.be,,Besloten Vennootschap van publiek recht
entity_legal_form_176,L05H,base.be,,Société à responsabilité limitée de droit public
entity_legal_form_177,L05H,base.be,,Öffentlich-rechtliche Gesellschaft mit beschränkter Haftung
entity_legal_form_178,LWHF,base.be,,Coöperatieve vennootschap met onbeperkte aansprakelijkheid
entity_legal_form_179,LWHF,base.be,,Société coopérative à responsabilité illimitée
entity_legal_form_180,LWHF,base.be,,Genossenschaft mit unbeschränkter Haftung
entity_legal_form_181,LWV6,base.be,,Gewone commanditaire vennootschap
entity_legal_form_182,LWV6,base.be,,Société en commandite simple
entity_legal_form_183,LWV6,base.be,,Einfache Kommanditgesellschaft
entity_legal_form_184,MQH3,base.be,,Commanditaire vennootschap
entity_legal_form_185,MQH3,base.be,,Société en commandite
entity_legal_form_186,MQH3,base.be,,Kommanditgesellschaft
entity_legal_form_187,N5NT,base.be,,Besloten vennootschap met beperkte aansprakelijkheid
entity_legal_form_188,N5NT,base.be,,Société privée à responsabilité limitée
entity_legal_form_189,N5NT,base.be,,Privatgesellschaft mit beschränkter Haftung
entity_legal_form_190,O59C,base.be,,Economisch samenwerkingsverband met een sociaal oogmerk
entity_legal_form_191,O59C,base.be,,Groupement d'intérêt économique à finalité sociale
entity_legal_form_192,O59C,base.be,,Wirtschaftliche Interessenvereinigung mit sozialer Zielsetzung
entity_legal_form_193,O5HQ,base.be,,Burgerlijke vennootschap onder vorm van coöperatieve vennootschap met beperkte aansprakelijkheid
entity_legal_form_194,O5HQ,base.be,,Société civile sous forme de société coopérative à responsabilité limitée
entity_legal_form_195,O5HQ,base.be,,Zivilrechtliche Gesellschaft in der Rechtsform einer Genossenschaft mit beschränkter Haftung
entity_legal_form_196,PVT3,base.be,,Eenpersoons besloten vennootschap met beperkte aansprakelijkheid met een sociaal oogmerk
entity_legal_form_197,PVT3,base.be,,Société privée à responsabilité limitée unipersonnelle à finalité sociale
entity_legal_form_198,PVT3,base.be,,Privatgesellschaft mit beschränkter Haftung mit sozialer Zielsetzung mit einem Alleingesellschafter
entity_legal_form_199,QZIS,base.be,,Openbare instelling
entity_legal_form_200,QZIS,base.be,,Etablissement public
entity_legal_form_201,QZIS,base.be,,Öffentliche Einrichtung
entity_legal_form_202,R85P,base.be,,Naamloze vennootschap
entity_legal_form_203,R85P,base.be,,Société anonyme
entity_legal_form_204,R85P,base.be,,Aktiengesellschaft
entity_legal_form_205,T922,base.be,,Burgerlijke vennootschap onder vorm van gewone commanditaire vennootschap
entity_legal_form_206,T922,base.be,,Société civile sous forme de société en commandite simple
entity_legal_form_207,T922,base.be,,Zivilrechtliche Gesellschaft in der Rechtsform einer einfachen Kommanditgesellschaft
entity_legal_form_208,TPTU,base.be,,Naamloze vennootschap van publiek recht
entity_legal_form_209,TPTU,base.be,,Société anonyme de droit public
entity_legal_form_210,TPTU,base.be,,Öffentlich-rechtliche Aktiengesellschaft
entity_legal_form_211,U2PN,base.be,,Commanditaire vennootschap op aandelen
entity_legal_form_212,U2PN,base.be,,Société en commandite par actions
entity_legal_form_213,U2PN,base.be,,Kommanditgesellschaft auf Aktien
entity_legal_form_214,U5KF,base.be,,Burgerlijke vennootschap onder vorm van vennootschap onder firma
entity_legal_form_215,U5KF,base.be,,Société civile sous forme de société en nom collectif
entity_legal_form_216,U5KF,base.be,,Zivilrechtliche Gesellschaft in der Rechtsform einer offenen Handelsgesellschaft
entity_legal_form_217,UCT9,base.be,,Burgerlijke Vennootschap onder vorm van Landbouwvennootschap (BV LV)
entity_legal_form_218,UCT9,base.be,,Société civile sous forme de société agricole
entity_legal_form_219,UCT9,base.be,,Zivilrechtliche Gesellschaft in der Rechtsform einer landwirtschaftlichen Gesellschaft
entity_legal_form_220,UW1Y,base.be,,Vennootschap onder firma
entity_legal_form_221,UW1Y,base.be,,Société en nom collectif
entity_legal_form_222,UW1Y,base.be,,Offene Handelsgesellschaft
entity_legal_form_223,V03J,base.be,,Internationale vereniging zonder winstoogmerk
entity_legal_form_224,V03J,base.be,,Association internationale sans but lucratif
entity_legal_form_225,V03J,base.be,,Internationale Vereinigung ohne Gewinnerzielungsabsicht
entity_legal_form_226,V7FT,base.be,,Naamloze vennootschap met een sociaal oogmerk
entity_legal_form_227,V7FT,base.be,,Société anonyme à finalité sociale
entity_legal_form_228,V7FT,base.be,,Aktiengesellschaft mit sozialer Zielsetzung
entity_legal_form_229,V8L7,base.be,,Burgerlijke vennootschap onder vorm van besloten vennootschap met beperkte aansprakelijkheid
entity_legal_form_230,V8L7,base.be,,Société civile sous forme de société privée à responsabilité limitée
entity_legal_form_231,V8L7,base.be,,Zivilrechtliche Gesellschaft in der Rechtsform einer Privatgesellschaft mit beschränkter Haftung
entity_legal_form_232,W3WH,base.be,,Vereniging zonder winstoogmerk
entity_legal_form_233,W3WH,base.be,,Association sans but lucratif
entity_legal_form_234,W3WH,base.be,,Vereinigung ohne Gewinnerzielungsabsicht
entity_legal_form_235,WTLP,base.be,,Burgerlijke vennootschap onder vorm van coöperatieve vennootschap met onbeperkte aansprakelijkheid
entity_legal_form_236,WTLP,base.be,,Société civile sous forme de société coopérative à responsabilité illimitée
entity_legal_form_237,WTLP,base.be,,Zivilrechtliche Gesellschaft in der Rechtsform einer Genossenschaft mit unbeschränkter Haftung
entity_legal_form_238,X8ZK,base.be,,Coöperatieve vennootschap met beperkte aansprakelijkheid van publiek recht
entity_legal_form_239,X8ZK,base.be,,Société coopérative à responsabilité limitée de droit public
entity_legal_form_240,X8ZK,base.be,,Öffentlich-rechtliche Genossenschaft mit beschränkter Haftung
entity_legal_form_241,XLEO,base.be,,Gewone commanditaire vennootschap met een sociaal oogmerk
entity_legal_form_242,XLEO,base.be,,Société en commandite simple à finalité sociale
entity_legal_form_243,XLEO,base.be,,Einfache Kommanditgesellschaft mit sozialer Zielsetzung
entity_legal_form_244,XQZX,base.be,,Burgerlijke vennootschap onder vorm van naamloze vennootschap
entity_legal_form_245,XQZX,base.be,,Société civile sous forme de société anonyme
entity_legal_form_246,XQZX,base.be,,Zivilrechtliche Gesellschaft in der Rechtsform einer Aktiengesellschaft
entity_legal_form_247,Y1Q4,base.be,,Private stichting
entity_legal_form_248,Y1Q4,base.be,,Fondation privée
entity_legal_form_249,Y1Q4,base.be,,Privatstiftung
entity_legal_form_250,YBHM,base.be,,Europese Coöperatieve Vennootschap
entity_legal_form_251,YBHM,base.be,,Société coopérative européenne
entity_legal_form_252,YBHM,base.be,,Europäische Genossenschaft
entity_legal_form_253,ZOK2,base.be,,Landbouwvennootschap
entity_legal_form_254,ZOK2,base.be,,Société agricole
entity_legal_form_255,ZOK2,base.be,,Landwirtschaftliche Gesellschaft
entity_legal_form_256,ZSFX,base.be,,Naamloze vennootschap met een sociaal oogmerk
entity_legal_form_257,ZSFX,base.be,,Société anonyme à finalité sociale
entity_legal_form_258,ZSFX,base.be,,Aktiengesellschaft mit sozialer Zielsetzung
entity_legal_form_259,ZUHK,base.be,,Stichting van openbaar nut
entity_legal_form_260,ZUHK,base.be,,Fondation d'utilité publique
entity_legal_form_261,ZUHK,base.be,,Gemeinnützige Stiftung
entity_legal_form_262,6DGX,base.be,,Association prestataire de services (Région flamande)
entity_legal_form_263,6DGX,base.be,,Dienstverlenende vereniging (Vlaams Gewest)
entity_legal_form_264,6DGX,base.be,,Dienstleistungsvereinigung (Flämische Region)
entity_legal_form_265,MGCM,base.be,,Association chargée de mission (Région flamande)
entity_legal_form_266,MGCM,base.be,,Opdrachthoudende vereniging (Vlaams Gewest)
entity_legal_form_267,MGCM,base.be,,Beauftragte Vereinigung (Flämische Region)
entity_legal_form_268,84DD,base.bz,,International Business Company
entity_legal_form_269,AO0O,base.bz,,Unlimited Company
entity_legal_form_270,D1SL,base.bz,,Partnership
entity_legal_form_271,EAD0,base.bz,,Company Limited by Shares
entity_legal_form_272,GJKF,base.bz,,Association
entity_legal_form_273,ZHT0,base.bz,,Company Limited by Guarantee
entity_legal_form_274,7AS7,base.bm,,Exempted Companies Limited by Shares
entity_legal_form_275,7HCE,base.bm,,Exempted LLC
entity_legal_form_276,7MGJ,base.bm,,Exempted Limited Partnership
entity_legal_form_277,9TCY,base.bm,,Mutual Company (Part XII)
entity_legal_form_278,ASR5,base.bm,,Exempted Partnership
entity_legal_form_279,CW38,base.bm,,Local Company Limited by Guarantee
entity_legal_form_280,EURM,base.bm,,Local Unlimited Company
entity_legal_form_281,LC2L,base.bm,,Exempted Company Limited by Guarantee
entity_legal_form_282,MBVS,base.bm,,Exempted Unlimited Company
entity_legal_form_283,NAQG,base.bm,,Local Company Limited by Shares
entity_legal_form_284,UZWE,base.bm,,Local LLC
entity_legal_form_285,VFXJ,base.bm,,Mutual Fund Company
entity_legal_form_286,WF3Q,base.bm,,Permit (Overseas) Company
entity_legal_form_287,ZLTD,base.bm,,Overseas (Permit) Partnership
entity_legal_form_288,38JQ,base.bo,,Empresa Unipersonal
entity_legal_form_289,5T3W,base.bo,,Sociedad Anónima
entity_legal_form_290,70BS,base.bo,,Empresa Estatal
entity_legal_form_291,DSML,base.bo,,Institución Financiera De Desarrollo
entity_legal_form_292,JYAN,base.bo,,Empresa Estatal Intergubernamental
entity_legal_form_293,LJYQ,base.bo,,Sociedad Anónima Mixta
entity_legal_form_294,LN9O,base.bo,,Entidad Financiera De Vivienda
entity_legal_form_295,MGOU,base.bo,,Empresa Mixta
entity_legal_form_296,PJ29,base.bo,,Sociedad en Comandita por Acciones.
entity_legal_form_297,PM48,base.bo,,Sociedad de Responsabilidad Limitada.
entity_legal_form_298,RXJN,base.bo,,Empresa Estatal Mixta
entity_legal_form_299,TNHO,base.bo,,Sociedad Colectiva
entity_legal_form_300,XTCQ,base.bo,,Sociedad en Comandita Simple.
entity_legal_form_301,1A0A,base.bq,,Besloten vennootschap
entity_legal_form_302,3Y5C,base.bq,,Besloten vennootschap naar Nederlands recht
entity_legal_form_303,4S4Z,base.bq,,Commanditaire vennootschap met meerdere beherende vennoten
entity_legal_form_304,4ZBE,base.bq,,Maatschap
entity_legal_form_305,51WZ,base.bq,,Vereniging met beperkte rechtsbevoegdheid
entity_legal_form_306,56MU,base.bq,,Aandeelhouder bestuurde Besloten vennootschap
entity_legal_form_307,92JZ,base.bq,,Stichting
entity_legal_form_308,AS4W,base.bq,,Stichting particulier fonds
entity_legal_form_309,B2UK,base.bq,,Nevenvestiging met hoofdvestiging buiten bonaire
entity_legal_form_310,DQMJ,base.bq,,Naamloze vennootschap
entity_legal_form_311,FCPM,base.bq,,Vereniging met volledige rechtsbevoegdheid
entity_legal_form_312,IPTQ,base.bq,,Eenmanszaak met meerdere eigenaren
entity_legal_form_313,JFQ5,base.bq,,Buitenlandse rechtsvorm hoofdvestiging op Bonaire
entity_legal_form_314,KSHL,base.bq,,Commanditaire vennootschap op aandelen
entity_legal_form_315,NPFB,base.bq,,Eenmanszaak
entity_legal_form_316,SNRI,base.bq,,Vennootschap onder Firma
entity_legal_form_317,VHIY,base.bq,,Cooperatie
entity_legal_form_318,X088,base.bq,,Vereniging zonder rechtsbevoegdheid
entity_legal_form_319,XL51,base.bq,,Commanditaire vennootschap met één beherend vennoot
entity_legal_form_320,4IXL,base.bw,,Close Companies 
entity_legal_form_321,771I,base.bw,,Private Limited Liability Companies
entity_legal_form_322,QK1F,base.bw,,Public Limited Liability Companies
entity_legal_form_323,Y2L3,base.bw,,Companies limited by Guarantee
entity_legal_form_324,4LKN,base.br,,Empresa Pública
entity_legal_form_325,529B,base.br,,Sociedade em Nome Coletivo
entity_legal_form_326,8GEA,base.br,,Sociedade Simples
entity_legal_form_327,9BIS,base.br,,Organização Religiosa
entity_legal_form_328,ANHM,base.br,,Partido Político
entity_legal_form_329,I4T1,base.br,,Fundação
entity_legal_form_330,J7G9,base.br,,Associação
entity_legal_form_331,OB5J,base.br,,Empresa Individual de Responsabilidade Limitada
entity_legal_form_332,PC5A,base.br,,Sociedade Cooperativa
entity_legal_form_333,QHW1,base.br,,Sociedade Limitada
entity_legal_form_334,WBEC,base.br,,Sociedade em Comdandita Simples
entity_legal_form_335,X0SD,base.br,,Sociedade Anônima
entity_legal_form_336,X0SD,base.br,,Companhia
entity_legal_form_337,X2ZT,base.br,,Sociedade em Comandita por Ações
entity_legal_form_338,XQRI,base.br,,Sociedade em Conta de Participação
entity_legal_form_339,2DGO,base.bn,,Public Company
entity_legal_form_340,EULU,base.bn,,Private Limited Company
entity_legal_form_341,3FUP,base.bg,,Европейско кооперативно дружество с ограничена отговорност
entity_legal_form_342,3HLJ,base.bg,,Поделение на eвропейско обединение по икономически интереси
entity_legal_form_343,3SHX,base.bg,,Сдружение в обществена полза
entity_legal_form_344,45D7,base.bg,,Клон на чуждестранен търговец
entity_legal_form_345,946C,base.bg,,Едноличен търговец
entity_legal_form_346,9F78,base.bg,,Чуждестранно дружество - физическо лице
entity_legal_form_347,CTCH,base.bg,,Кооперация
entity_legal_form_348,EJ06,base.bg,,Еднолично акционерно дружество
entity_legal_form_349,FPP2,base.bg,,Събирателно дружество (СД)/Съдружие
entity_legal_form_350,HN63,base.bg,,Командитно дружество с акции
entity_legal_form_351,LECS,base.bg,,Сдружение в частна полза
entity_legal_form_352,O15N,base.bg,,Чуждестранно дружество - юридическо лице
entity_legal_form_353,PW3Y,base.bg,,Акционерно дружество със специална инвестиционна цел
entity_legal_form_354,QZAU,base.bg,,Еднолично aкционерно дружество със специалнa инвестиционна цел
entity_legal_form_355,RYDY,base.bg,,Европейско обединение по икономически интереси
entity_legal_form_356,S94S,base.bg,,Командитно дружество
entity_legal_form_357,SZW0,base.bg,,Eвропейско дружество
entity_legal_form_358,TCGV,base.bg,,Дружество учредено по Закона за задълженията и договорите
entity_legal_form_359,U8LM,base.bg,,Eвропейско кооперативно дружество
entity_legal_form_360,UFG8,base.bg,,Фондация
entity_legal_form_361,VJ3G,base.bg,,Дружество с ограничена отговорност
entity_legal_form_362,WTK4,base.bg,,Акционерно дружество
entity_legal_form_363,WVIN,base.bg,,Еднолично дружество с ограничена отговорност
entity_legal_form_364,15BP,base.kh,,Private Limited Company
entity_legal_form_365,15BP,base.kh,,ក្រុមហ៊ុនឯកជនទទួលខុសត្រូវមានកម្រិត
entity_legal_form_366,BQ0P,base.kh,,Public Limited Company
entity_legal_form_367,BQ0P,base.kh,,ក្រុមហ៊ុនមហាជនទទួលខុសត្រូវមានកម្រិត
entity_legal_form_368,D3UY,base.kh,,Limited Partnership
entity_legal_form_369,D3UY,base.kh,,ក្រុមហ៊ុនសហកម្មសិទ្ធិមានកម្រិត
entity_legal_form_370,KD84,base.kh,,Sole Proprietorship
entity_legal_form_371,KD84,base.kh,,សហគ្រាស​ឯកបុគ្គល
entity_legal_form_372,Z4YC,base.kh,,General Partnership
entity_legal_form_373,Z4YC,base.kh,,ក្រុមហ៊ុនសហកម្មសិទ្ធិទូទៅ
entity_legal_form_374,ZCFU,base.kh,,Foreign Company
entity_legal_form_375,ZCFU,base.kh,,ក្រុមហ៊ុនបរទេស
entity_legal_form_376,1EQC,base.ca,base.state_ca_ab,trade name/sole proprietorship
entity_legal_form_377,60MF,base.ca,base.state_ca_ab,Alberta trust corporation
entity_legal_form_378,8ZH8,base.ca,base.state_ca_ab,Alberta Business Corporation
entity_legal_form_379,94UQ,base.ca,base.state_ca_ab,public recreation company
