id,code,country_id:id,state_id:id,name
entity_legal_form_704,IUIY,base.co,,Sociedad en comandita simple
entity_legal_form_705,KC51,base.co,,Sociedad de Economía Mixta
entity_legal_form_706,KYVO,base.co,,Sociedad por Acciones Simplificada
entity_legal_form_707,N1TE,base.co,,Sociedad en comandita por acciones
entity_legal_form_708,SJB8,base.co,,Sociedades Agrarias de Transformación
entity_legal_form_709,WX45,base.co,,Sociedad de Responsabilidad Limitada
entity_legal_form_710,70NZ,base.ck,,International Company
entity_legal_form_711,A7G6,base.ck,,Limited Liability Company
entity_legal_form_712,KNIC,base.ck,,International Partnership
entity_legal_form_713,N00R,base.ck,,Foundation
entity_legal_form_714,YCQM,base.ck,,International Trust
entity_legal_form_715,Z3Y2,base.ck,,Foreign Company
entity_legal_form_716,4SFS,base.cr,,Institución Autónoma
entity_legal_form_717,4Y4D,base.cr,,Entidad Creada por Ley Especial
entity_legal_form_718,72BT,base.cr,,Organismo Internacional
entity_legal_form_719,DUXT,base.cr,,Junta de Educación y Junta Administrativa de Patronatos Escolares
entity_legal_form_720,E26K,base.cr,,Sociedad Profesional
entity_legal_form_721,EFE3,base.cr,,Municipalidad
entity_legal_form_722,G5RR,base.cr,,Fundación
entity_legal_form_723,H2BW,base.cr,,Sociedad civil
entity_legal_form_724,HSX9,base.cr,,Temporalidad de la Iglesia
entity_legal_form_725,KZMF,base.cr,,Sociedad de usuarios de aguas
entity_legal_form_726,LQVG,base.cr,,Sucesión Indivisa
entity_legal_form_727,M0X8,base.cr,,Condominio
entity_legal_form_728,O4X3,base.cr,,"Asociación civil, Asociación deportiva, Federación"
entity_legal_form_729,P864,base.cr,,Sociedad de Responsabilidad Limitada o Sociedad Limitada
entity_legal_form_730,Q4J1,base.cr,,Mutual de Ahorro y Préstamo
entity_legal_form_731,SBQF,base.cr,,Sociedad colectiva
entity_legal_form_732,SMWM,base.cr,,Sindicato y su Federación
entity_legal_form_733,YFZL,base.cr,,Fideicomiso de Partidos Políticos
entity_legal_form_734,YOIW,base.cr,,Sociedad Anónima
entity_legal_form_735,YP63,base.cr,,Sociedad en comandita
entity_legal_form_736,YW6W,base.cr,,Empresa Individual de Responsabilidad Limitada
entity_legal_form_737,YYZO,base.cr,,Asociación Cooperativa
entity_legal_form_738,24EG,base.hr,,Kreditna unija
entity_legal_form_739,274G,base.hr,,Udruga
entity_legal_form_740,28RA,base.hr,,Fond
entity_legal_form_741,2FED,base.hr,,Gospodarsko interesno udruženje
entity_legal_form_742,3OW3,base.hr,,Europsko gospodarsko interesno udruženje (skraćeno EGIU)
entity_legal_form_743,6Q6D,base.hr,,Pravna osoba Katoličke Crkve
entity_legal_form_744,6RD2,base.hr,,Agencije I druge samostalne pravne osobe s javnim ovlastima
entity_legal_form_745,8VRU,base.hr,,"Europska zadruga (Societas Cooperativa Europaea, skraćeno SCE)"
entity_legal_form_746,9D9U,base.hr,,Trgovac pojedinac
entity_legal_form_747,9PZC,base.hr,,Fundacija
entity_legal_form_748,E9CM,base.hr,,"Europsko društvo (Societas Europaea, skraćeno SE)"
entity_legal_form_749,EYKU,base.hr,,Stečajna masa
entity_legal_form_750,G5RH,base.hr,,Zadruge
entity_legal_form_751,IVVD,base.hr,,Savez zadruga
entity_legal_form_752,KP34,base.hr,,Javno trgovačko društvo
entity_legal_form_753,LUMA,base.hr,,Dioničko društvo
entity_legal_form_754,MF7P,base.hr,,Komanditno društvo
entity_legal_form_755,NRTG,base.hr,,Podružnica
entity_legal_form_756,OQWO,base.hr,,Društvo s ograničenom odgovornošću (jednostavno društvo s ograničenom odgovornošću)
entity_legal_form_757,SPJ7,base.hr,,Vjerska zajednica
entity_legal_form_758,TSA0,base.hr,,Tijelo državne uprave
entity_legal_form_759,XQLW,base.hr,,Jedinica lokalne ili područne (regionalne) samouprave
entity_legal_form_760,YA9S,base.hr,,Zajednica ustanova
entity_legal_form_761,ZFQS,base.hr,,Ustanova
entity_legal_form_762,ZMY8,base.hr,,Zaklada
entity_legal_form_763,1SVL,base.cw,,Stille vennootschap
entity_legal_form_764,1T06,base.cw,,Stichting
entity_legal_form_765,2J66,base.cw,,Stichting Particulier Fonds
entity_legal_form_766,36AO,base.cw,,Naamloze Vennootschap
entity_legal_form_767,5OZV,base.cw,,Eenmanszaak
entity_legal_form_768,9E0Q,base.cw,,Commanditaire vennootschap
entity_legal_form_769,ADF8,base.cw,,Coöperatie
entity_legal_form_770,IHD0,base.cw,,Rederij
entity_legal_form_771,KM1T,base.cw,,Openbare vennootschap
entity_legal_form_772,MZB1,base.cw,,Besloten Vennootschap
entity_legal_form_773,SS3A,base.cw,,Onderlinge waarborgmaatschappij
entity_legal_form_774,WV3I,base.cw,,Vereniging
entity_legal_form_775,ZKTC,base.cw,,Trust
entity_legal_form_776,1MBR,base.cy,,Άλλη νομική μορφή
entity_legal_form_777,233U,base.cy,,Συνεταιρισμός
entity_legal_form_778,8BL9,base.cy,,Ευρωπαϊκή Δημόσια Εταιρεία Περιορισμένης Ευθύνης
entity_legal_form_779,8VZ0,base.cy,,Trust
entity_legal_form_780,BCF5,base.cy,,Δημόσια Εταιρεία Περιορισμένης Ευθύνης με μετοχές
entity_legal_form_781,FV0K,base.cy,,Eμπορική Επωνυμία
entity_legal_form_782,GLCH,base.cy,,Σωματεία και Ιδρυμάτα
entity_legal_form_783,HIL6,base.cy,,Αλλοδαπή Εταιρεία
entity_legal_form_784,I8RE,base.cy,,Αυτοτελώς εργαζόμενος
entity_legal_form_785,INTY,base.cy,,"Εταιρεία Περιορισμένης Ευθύνης με εγγύηση, και που έχει μετοχικό κεφάλαιο"
entity_legal_form_786,K9L6,base.cy,,Ιδιωτική Εταιρεία Περιορισμένης Ευθύνης με μετοχές
entity_legal_form_787,MYKG,base.cy,,Δημόσια Εταιρεία
entity_legal_form_788,P12B,base.cy,,Ταμεία Προνοίας/ Συντάξεως
entity_legal_form_789,P5JT,base.cy,,Ευρωπαϊκός Όμιλος Οικονομικού Σκοπού
entity_legal_form_790,RCPI,base.cy,,Ιδιωτική Εταιρεία
entity_legal_form_791,T1JS,base.cy,,Οντότητες που διέπονται από το δημόσιο δίκαιο
entity_legal_form_792,U24X,base.cy,,Συνεργατικά Πιστωτικά Ιδρύματα
entity_legal_form_793,W86L,base.cy,,"Εταιρεία Περιορισμένης Ευθύνης με εγγύηση, χωρίς μετοχικό κεφάλαιο"
entity_legal_form_794,1JK6,base.cz,,Svépomocné zemědělské družstvo
entity_legal_form_795,2DK3,base.cz,,Podnik nebo hospodářské zařízení politické strany
entity_legal_form_796,2N9X,base.cz,,Česká konsolidační agentura
entity_legal_form_797,3BX3,base.cz,,Evropské seskupení pro územní spolupráci
entity_legal_form_798,3G3D,base.cz,,Nadace
entity_legal_form_799,3RMA,base.cz,,Státní fond ze zákona
entity_legal_form_800,4A26,base.cz,,Zájmová organizace družstev
entity_legal_form_801,4OTK,base.cz,,Regionální rada regionu soudržnosti
entity_legal_form_802,4UB2,base.cz,,Garanční fond obchodníků s cennými papíry
entity_legal_form_803,4YAK,base.cz,,Stálý rozhodčí soud
entity_legal_form_804,5AP3,base.cz,,Pobočná mezinárodní organizace zaměstnavatelů
entity_legal_form_805,5KU5,base.cz,,Veřejná obchodní společnost
entity_legal_form_806,6CQN,base.cz,,Akciová společnost
entity_legal_form_807,6D9L,base.cz,,Svěřenský fond
entity_legal_form_808,6FAI,base.cz,,Státní podnik
entity_legal_form_809,6OMW,base.cz,,Organizační jednotka občanského sdružení
entity_legal_form_810,747U,base.cz,,Společnost komanditní na akcie
entity_legal_form_811,74W6,base.cz,,Státní příspěvková organizace ostatní
entity_legal_form_812,7OZQ,base.cz,,Zájmové sdružení
entity_legal_form_813,84J8,base.cz,,Státní hospodářská organizace řízená okresním úřadem
entity_legal_form_814,8K5T,base.cz,,Spotřební družstvo
entity_legal_form_815,917C,base.cz,,Česká tisková kancelář
entity_legal_form_816,95G8,base.cz,,Podnikající fyzická osoba tuzemská
entity_legal_form_817,971Y,base.cz,,Podnik nebo hospodářské zařízení sdružení
entity_legal_form_818,9HLU,base.cz,,Společnost s ručením omezeným
entity_legal_form_819,9RVC,base.cz,,Družstvo
entity_legal_form_820,9XDB,base.cz,,Občanské sdružení
entity_legal_form_821,AM3T,base.cz,,Státní fond ze zákona nezapisující se do obchodního rejstříku
entity_legal_form_822,APEN,base.cz,,"Správa železniční dopravní cesty, státní organizace"
entity_legal_form_823,BL4B,base.cz,,Obecně prospěšná společnost
entity_legal_form_824,C4Q2,base.cz,,Všeobecná zdravotní pojišťovna
entity_legal_form_825,C5FE,base.cz,,Samostatná drobná provozovna (obecního úřadu)
entity_legal_form_826,C7GZ,base.cz,,Výrobní družstvo
entity_legal_form_827,CATU,base.cz,,Spolek
entity_legal_form_828,CD28,base.cz,,Společnost komanditní
entity_legal_form_829,CHJR,base.cz,,Podnik se zahraniční majetkovou účastí
entity_legal_form_830,CIO8,base.cz,,Veřejná výzkumná instituce
entity_legal_form_831,CUKQ,base.cz,,Mezinárodní organizace zaměstnavatelů
entity_legal_form_832,CZUA,base.cz,,Zahraniční fyzická osoba
entity_legal_form_833,D1VK,base.cz,,Školská právnická osoba
entity_legal_form_834,D35X,base.cz,,Zahraniční spolek
entity_legal_form_835,ET6Z,base.cz,,Svazy církví a náboženských společností
entity_legal_form_836,FIPS,base.cz,,Banka-státní peněžní ústav
entity_legal_form_837,FY1B,base.cz,,Církve a náboženské společnosti
entity_legal_form_838,G2I3,base.cz,,Pobočný spolek
entity_legal_form_839,H4XQ,base.cz,,Veřejné neziskové ústavní zdravotnické zařízení
entity_legal_form_840,H6WW,base.cz,,Státní příspěvková organizace
entity_legal_form_841,HQPK,base.cz,,"Komora (hospodářská, agrární)"
entity_legal_form_842,HS5W,base.cz,,Vnitřní organizační jednotka organizační složky státu
entity_legal_form_843,HSNC,base.cz,,Podnik zahraničního obchodu
entity_legal_form_844,HY6K,base.cz,,Organizační složka zahraničního nadačního fondu
entity_legal_form_845,I32F,base.cz,,Sdružení mezinárodního obchodu
entity_legal_form_846,I68R,base.cz,,Organizační jednotka zvláštní organizace pro zastoupení českých zájmů v mezinárodních nevládních organizacích
entity_legal_form_847,IQ9O,base.cz,,Společenství vlastníků jednotek
entity_legal_form_848,J8PB,base.cz,,Obec
entity_legal_form_849,JCAD,base.cz,,Evidované církevní právnické osoby
entity_legal_form_850,JJYB,base.cz,,Zahraniční pobočný spolek
entity_legal_form_851,KM6Z,base.cz,,Státní banka československá
entity_legal_form_852,LEDI,base.cz,,Honební společenstvo
entity_legal_form_853,LJ92,base.cz,,Československé státní dráhy-státní organizace
entity_legal_form_854,LJL0,base.cz,,Organizační složka státu
entity_legal_form_855,LPCQ,base.cz,,Mezinárodní odborová organizace
entity_legal_form_856,MAVU,base.cz,,Dobrovolný svazek obcí
entity_legal_form_857,MBUU,base.cz,,Příspěvková organizace zřízená územním samosprávným celkem
entity_legal_form_858,NI3I,base.cz,,Veřejnoprávní instituce
entity_legal_form_859,NJ87,base.cz,,Společný podnik (s více zakladateli)
entity_legal_form_860,NPH3,base.cz,,Česká národní banka
entity_legal_form_861,NQHQ,base.cz,,Komoditní burza
entity_legal_form_862,O9PW,base.cz,,Samosprávná stavovská organizace (profesní komora)
entity_legal_form_863,OVKW,base.cz,,"Vysoká škola (veřejná, státní)"
entity_legal_form_864,P3YF,base.cz,,Pobočná odborová organizace a organizace zaměstnavatelů
entity_legal_form_865,PFE5,base.cz,,"Městská část, městský obvod"
entity_legal_form_866,PQJE,base.cz,,Mezinárodní nevládní organizace
entity_legal_form_867,Q25I,base.cz,,Odborová organizace a organizace zaměstnavatelů
entity_legal_form_868,QIEL,base.cz,,Kraj
entity_legal_form_869,QJ0F,base.cz,,Ústav
entity_legal_form_870,QJWK,base.cz,,Rada pro veřejný dohled nad auditem
entity_legal_form_871,QQ49,base.cz,,Zdravotní pojišťovna (mimo VZP)
entity_legal_form_872,QS6A,base.cz,,Nadační fond
entity_legal_form_873,R2XE,base.cz,,Organizační jednotka mezinárodní nevládní organizace
entity_legal_form_874,RBGQ,base.cz,,Evropské hospodářské zájmové sdružení
entity_legal_form_875,RHFQ,base.cz,,Družstevní podnik (s 1 zakladatelem)
entity_legal_form_876,RP0E,base.cz,,Obecní podnik
entity_legal_form_877,SNWJ,base.cz,,"Podílový, penzijní fond"
entity_legal_form_878,T1FT,base.cz,,Evropská družstevní společnost
entity_legal_form_879,T3Q1,base.cz,,Bytové družstvo
entity_legal_form_880,TNBA,base.cz,,Odštěpný závod zahraniční právnické osoby
entity_legal_form_881,U95A,base.cz,,Odštěpný závod zahraniční fyzické osoby
entity_legal_form_882,UFDA,base.cz,,Národní podnik
entity_legal_form_883,V6YH,base.cz,,Společná zájmová organizace družstev
entity_legal_form_884,VIE3,base.cz,,Zájmové sdružení právnických osob
entity_legal_form_885,VQU7,base.cz,,Organizační složka zahraniční nadace
entity_legal_form_886,WJ30,base.cz,,Družstevní podnik zemědělský
entity_legal_form_887,WL83,base.cz,,Zvláštní organizace pro zastoupení českých zájmů v mezinárodních nevládních organizacích
entity_legal_form_888,WO0T,base.cz,,Pobočná mezinárodní odborová organizace
entity_legal_form_889,WUFK,base.cz,,Odštěpný závod
entity_legal_form_890,WVZF,base.cz,,Účelová zahraničně obchodní organizace
entity_legal_form_891,XG70,base.cz,,Právnikcá osoba zřízená zvláštním zákonem zapisovaná do veřejného rejstříku
entity_legal_form_892,XRK7,base.cz,,"Politická strana, politické hnutí"
entity_legal_form_893,Y18E,base.cz,,Společný podnik
entity_legal_form_894,Z3BF,base.cz,,Zemědělské družstvo
entity_legal_form_895,ZQO8,base.cz,,Evropská společnost
entity_legal_form_896,ZU32,base.cz,,Jiné družstvo
entity_legal_form_897,1MWR,base.dk,,Fond
entity_legal_form_898,37UT,base.dk,,Region
entity_legal_form_899,40R4,base.dk,,Forening
entity_legal_form_900,599X,base.dk,,Fonde og andre selvejende institutioner
entity_legal_form_901,5QS7,base.dk,,Iværksætterselskab
entity_legal_form_902,7WRN,base.dk,,Interessentskab
entity_legal_form_903,9KSX,base.dk,,Partnerselskab
entity_legal_form_904,D4PU,base.dk,,Frivillig forening
entity_legal_form_905,F7JY,base.dk,,Særlig Finansiel virksomhed
entity_legal_form_906,FUKI,base.dk,,Enkeltmandsvirksomhed
entity_legal_form_907,FW7S,base.dk,,Europæisk andelsselskab
entity_legal_form_908,GFXN,base.dk,,Primærkommune
entity_legal_form_909,GULL,base.dk,,Selskab med begrænset ansvar
entity_legal_form_910,H8VP,base.dk,,Anpartsselskab
entity_legal_form_911,LWOD,base.dk,,Medarbejderinvesteringsselskab
entity_legal_form_912,NUL8,base.dk,,Kommanditselskab
entity_legal_form_913,PIOI,base.dk,,Erhvervsdrivende fond
entity_legal_form_914,PMJW,base.dk,,Andelsselskab
entity_legal_form_915,PZ6Y,base.dk,,Andelsselskab med begrænset ansvar
entity_legal_form_916,TB2C,base.dk,,Europæisk økonomisk firmagruppe
entity_legal_form_917,UA1O,base.dk,,Europæisk selskab
entity_legal_form_918,WU7R,base.dk,,Forening med begrænset ansvar
entity_legal_form_919,ZRPO,base.dk,,Aktieselskab
entity_legal_form_920,3ZBR,base.do,,Sociedad Anónima
entity_legal_form_921,8WQ9,base.do,,Sociedad en Comandita Simple
entity_legal_form_922,B35X,base.do,,Sociedad en Participación(sin personalidad jurídica)
entity_legal_form_923,DQAU,base.do,,Sociedad Anónima Simplificada
entity_legal_form_924,K4CD,base.do,,Empresa Individual de Responsabilidad Limitada 
entity_legal_form_925,LSWY,base.do,,Sociedad en Nombre Colectivo
entity_legal_form_926,SWO8,base.do,,Sociedad de Responsaibilidad Limitada
entity_legal_form_927,T4LC,base.do,,Sociedad en Comandita por Acciones
entity_legal_form_928,6TPE,base.ec,,Compañía en nombre colectivo
entity_legal_form_929,FKVG,base.ec,,Compañía en Comandita Simple y dividida por acciones
entity_legal_form_930,J3T2,base.ec,,Compañía Anónima
entity_legal_form_931,N9QH,base.ec,,Compañía de Economía Mixta
entity_legal_form_932,XOAD,base.ec,,Compañía de Responsabilidad Limitada
entity_legal_form_933,1NKP,base.ee,,Sihtasutus
entity_legal_form_934,3UPJ,base.ee,,Füüsilisest isikust ettevõtja
entity_legal_form_935,6I0P,base.ee,,Hooneühistu
entity_legal_form_936,752Q,base.ee,,Euroopa äriühing
entity_legal_form_937,8ZQE,base.ee,,Korteriühistu
entity_legal_form_938,9LJA,base.ee,,Aktsiaselts
entity_legal_form_939,BE56,base.ee,,Avalik-õiguslik juriidiline isik
entity_legal_form_940,CKOS,base.ee,,Usuline ühendus
entity_legal_form_941,GA3A,base.ee,,Erakond
entity_legal_form_942,I1UP,base.ee,,Täisühing
entity_legal_form_943,J34T,base.ee,,Ametiühing
entity_legal_form_944,JC0Y,base.ee,,Osaühing
entity_legal_form_945,LA47,base.ee,,Euroopa majandushuviühing
entity_legal_form_946,LVEQ,base.ee,,Usaldusühing
entity_legal_form_947,PMOF,base.ee,,Loomeliit
entity_legal_form_948,PRTB,base.ee,,Mittetulundusühing
entity_legal_form_949,RXTT,base.ee,,Euroopa ühistu
entity_legal_form_950,VSEV,base.ee,,Tulundusühistu
entity_legal_form_951,1AFG,base.fi,,Muu yhtiö
entity_legal_form_952,1AFG,base.fi,,Annat bolag
entity_legal_form_953,1YIR,base.fi,,Metsänhoitoyhdistys
entity_legal_form_954,1YIR,base.fi,,Skogsvårdsförening
entity_legal_form_955,2RK5,base.fi,,Kunta
entity_legal_form_956,2RK5,base.fi,,Kommun
entity_legal_form_957,37GR,base.fi,,Elinkeinoyhtymä
entity_legal_form_958,37GR,base.fi,,Näringssammanslutning
entity_legal_form_959,4H61,base.fi,,Keskinäinen vakuutusyhtiö
entity_legal_form_960,4H61,base.fi,,Ömsesidigt försäkringsbolag
entity_legal_form_961,5WI2,base.fi,,Eläkesäätiö
entity_legal_form_962,5WI2,base.fi,,Pensionsstiftelse
entity_legal_form_963,6PEQ,base.fi,,Paikallisyhteisö
entity_legal_form_964,6PEQ,base.fi,,Lokalsamfund
entity_legal_form_965,760X,base.fi,,Muu yhdistys
entity_legal_form_966,760X,base.fi,,Annan förening
entity_legal_form_967,883O,base.fi,,Sivuliike
entity_legal_form_968,883O,base.fi,,Filial
entity_legal_form_969,8HGS,base.fi,,Erityislainsäädäntöön perustuva yhdistys
entity_legal_form_970,8HGS,base.fi,,Förening som grundar sig på speciallagstiftning
entity_legal_form_971,8WJ7,base.fi,,Keskinäinen kiinteistöosakeyhtiö
entity_legal_form_972,8WJ7,base.fi,,Ömsesidigt fastighetsaktiebolag
entity_legal_form_973,97PB,base.fi,,Vakuutuskassa
entity_legal_form_974,97PB,base.fi,,Försäkringskassa
entity_legal_form_975,9AUC,base.fi,,Vakuutusyhdistys
entity_legal_form_976,9AUC,base.fi,,Försäkringsförening
entity_legal_form_977,AUPV,base.fi,,Muu kiinteistöosakeyhtiö
entity_legal_form_978,AUPV,base.fi,,Annat fastighetsaktiebolag
entity_legal_form_979,BKQO,base.fi,,Valtio ja sen laitokset
entity_legal_form_980,BKQO,base.fi,,Staten och dess inrättningar
entity_legal_form_981,BKVI,base.fi,,Hypoteekkiyhdistys
entity_legal_form_982,BKVI,base.fi,,Hypoteksförening
entity_legal_form_983,BQ19,base.fi,,Laivanisännistöyhtiö
entity_legal_form_984,BQ19,base.fi,,Rederibolag
entity_legal_form_985,C51L,base.fi,,Eurooppalainen taloudellinen etuyhtymä sivutoimipaikka
entity_legal_form_986,C51L,base.fi,,Filial för en europeisk ekonomisk intressegrupp
entity_legal_form_987,DAFV,base.fi,,Vakuutusosakeyhtiö
entity_legal_form_988,DAFV,base.fi,,Försäkringsaktiebolag
entity_legal_form_989,DKUW,base.fi,,Osakeyhtiö
entity_legal_form_990,DKUW,base.fi,,Aktiebolag
entity_legal_form_991,DL9Z,base.fi,,Ulkomainen yhteisö
entity_legal_form_992,DL9Z,base.fi,,Utländskt samfund
entity_legal_form_993,DMT8,base.fi,,Työeläkekassa
entity_legal_form_994,DMT8,base.fi,,Arbetspensionskassa
entity_legal_form_995,EDN7,base.fi,,Taloudellinen yhdistys
entity_legal_form_996,EDN7,base.fi,,Ekonomisk förening
entity_legal_form_997,EDZP,base.fi,,Ylioppilaskunta tai osakunta
entity_legal_form_998,EDZP,base.fi,,Studentkår eller studentnation
entity_legal_form_999,EE90,base.fi,,Osuuskunta
entity_legal_form_1000,EE90,base.fi,,Andelslag
entity_legal_form_1001,EMC8,base.fi,,Muu taloudellinen yhdistys
entity_legal_form_1002,EMC8,base.fi,,Annan ekonomisk förening
entity_legal_form_1003,HBR3,base.fi,,Julkinen keskinäinen vakuutusyhtiö
entity_legal_form_1004,HBR3,base.fi,,Publikt ömsesidigt försäkringsaktiebolag
entity_legal_form_1005,HEOB,base.fi,,Kommandiittiyhtiö
entity_legal_form_1006,HEOB,base.fi,,Kommanditbolag
entity_legal_form_1007,HNWB,base.fi,,Eurooppalainen taloudellinen etuyhtymä
entity_legal_form_1008,HNWB,base.fi,,Europeisk ekonomisk intresseguppering
entity_legal_form_1009,HTT9,base.fi,,Erillishallinnollinen valtion laitos
entity_legal_form_1010,HTT9,base.fi,,Statlig inrättning med separat förvaltning
entity_legal_form_1011,IX7U,base.fi,,Asukashallintoalue
entity_legal_form_1012,IX7U,base.fi,,Boendeförvaltningsområde
entity_legal_form_1013,IYF9,base.fi,,Evankelis-luterilainen kirkko
entity_legal_form_1014,IYF9,base.fi,,Ev.luth. kyrkan
entity_legal_form_1015,JI3A,base.fi,,Keskinäinen vahinkovakuutusyhdistys
entity_legal_form_1016,JI3A,base.fi,,Ömsesidigt skadeförsäkringsförening
entity_legal_form_1017,K09E,base.fi,,Yksityinen elinkeinonharjoittaja
entity_legal_form_1018,K09E,base.fi,,Enskild näringsidkare
entity_legal_form_1019,K2G8,base.fi,,Muut oikeushenkilöt
entity_legal_form_1020,K2G8,base.fi,,Övriga juridiska personer
entity_legal_form_1021,K6VE,base.fi,,Julkinen osakeyhtiö
entity_legal_form_1022,K6VE,base.fi,,Publikt aktiebolag
entity_legal_form_1023,KHI5,base.fi,,Julkinen vakuutusosakeyhtiö
entity_legal_form_1024,KHI5,base.fi,,Publikt försäkringsaktiebolag
entity_legal_form_1025,L7XJ,base.fi,,Paliskunta
entity_legal_form_1026,L7XJ,base.fi,,Renbeteslag
entity_legal_form_1027,LBQS,base.fi,,Muu yhteisvastuullinen pidätysvelvollinen
entity_legal_form_1028,LBQS,base.fi,,Annan solidariskt ansvarig innehållningspliktig
entity_legal_form_1029,MBPY,base.fi,,Asumisoikeusyhdistys
entity_legal_form_1030,MBPY,base.fi,,Boenderättsförening
entity_legal_form_1031,MRW9,base.fi,,Muu julkisoikeudellinen oikeushenkilö
entity_legal_form_1032,MRW9,base.fi,,Annan offentligrättslig juridisk person
entity_legal_form_1033,N3LC,base.fi,,Rekisteröity uskonnollinen yhdyskunta
entity_legal_form_1034,N3LC,base.fi,,Registrerat religiöst samfund
entity_legal_form_1035,NV7C,base.fi,,Muu säätiö
entity_legal_form_1036,NV7C,base.fi,,Annan stiftelse
entity_legal_form_1037,OXLO,base.fi,,Valtion liikelaitos
entity_legal_form_1038,OXLO,base.fi,,Statlig affärsinrättning
entity_legal_form_1039,PPMX,base.fi,,Avoin yhtiö
entity_legal_form_1040,PPMX,base.fi,,Öppet bolag
entity_legal_form_1041,R39F,base.fi,,Kauppakamari
entity_legal_form_1042,R39F,base.fi,,Handelskammare
entity_legal_form_1043,R5ZC,base.fi,,Eurooppaosuuskunnan kiinteä toimipaikka
entity_legal_form_1044,R5ZC,base.fi,,Fast driftställe för europeisk kooperativ förening
entity_legal_form_1045,R6UB,base.fi,,Verotusyhtymä
entity_legal_form_1046,R6UB,base.fi,,Beskattningssammanslutning
entity_legal_form_1047,SDPE,base.fi,,Työttömyyskassa
entity_legal_form_1048,SDPE,base.fi,,Arbetslöshetskassa
entity_legal_form_1049,SJL9,base.fi,,Osuuspankki
entity_legal_form_1050,SJL9,base.fi,,Andelsbank
entity_legal_form_1051,SKGX,base.fi,,Yhteisetuudet
entity_legal_form_1052,SKGX,base.fi,,Samfällda förmåner
entity_legal_form_1053,SQS1,base.fi,,Ahvenanmaan maakunta ja sen virastot
entity_legal_form_1054,SQS1,base.fi,,Lanskapet Åland och dess ämbetsverk
entity_legal_form_1055,SUHV,base.fi,,Muu verotuksen yksikkö
entity_legal_form_1056,SUHV,base.fi,,Annan enhet inom beskattningen
entity_legal_form_1057,T31U,base.fi,,Kuntainliiton liikelaitos
entity_legal_form_1058,T31U,base.fi,,Kommunförbundets affärsinrättning
entity_legal_form_1059,T3K4,base.fi,,Yhteismetsä
entity_legal_form_1060,T3K4,base.fi,,Samfälld skog
entity_legal_form_1061,TZ1U,base.fi,,Kunnallinen liikelaitos
entity_legal_form_1062,TZ1U,base.fi,,Kommunal affärsinrättning
entity_legal_form_1063,UAV1,base.fi,,Eurooppaosuuskunta
entity_legal_form_1064,UAV1,base.fi,,Europaandelslag
entity_legal_form_1065,UMF0,base.fi,,Konkurssipesä
entity_legal_form_1066,UMF0,base.fi,,Konkursbo
entity_legal_form_1067,UXEW,base.fi,,Aatteellinen yhdistys
entity_legal_form_1068,UXEW,base.fi,,Ideell förening
entity_legal_form_1069,V0TJ,base.fi,,Asunto-osakeyhtiö
entity_legal_form_1070,V0TJ,base.fi,,Bostadsaktiebolag
entity_legal_form_1071,V42B,base.fi,,Ortodoksinen kirkko
entity_legal_form_1072,V42B,base.fi,,Ortodoxa kyrkan
entity_legal_form_1073,VKKN,base.fi,,Eurooppaosuuspankki
entity_legal_form_1074,VKKN,base.fi,,Europaandelsbank
entity_legal_form_1075,VOTI,base.fi,,Kuntayhtymä
entity_legal_form_1076,VOTI,base.fi,,Samkommun
entity_legal_form_1077,XGKW,base.fi,,Ahvenanmaan liikelaitos
entity_legal_form_1078,XGKW,base.fi,,Ålands affärsverk
entity_legal_form_1079,XJH3,base.fi,,Eurooppayhtiö
entity_legal_form_1080,XJH3,base.fi,,Europabolag
entity_legal_form_1081,YK5G,base.fi,,Säätiö
entity_legal_form_1082,YK5G,base.fi,,Stiftelse
entity_legal_form_1083,Z38E,base.fi,,Säästöpankki
entity_legal_form_1084,Z38E,base.fi,,Sparbank
entity_legal_form_1085,ZMTL,base.fi,,Kuolinpesä
entity_legal_form_1086,ZMTL,base.fi,,Dödsbo
entity_legal_form_1087,157O,base.fr,,Régie d'une collectivité locale à caractère administratif
entity_legal_form_1088,1B88,base.fr,,SCP de médecins
entity_legal_form_1089,1GNM,base.fr,,Syndicat de salariés
entity_legal_form_1090,1L24,base.fr,,Autre société civile
entity_legal_form_1091,1NF1,base.fr,,SA nationale à conseil d'administration
entity_legal_form_1092,1Q16,base.fr,,Société créée de fait entre personnes physiques
entity_legal_form_1093,1Y0C,base.fr,,SARL d'attribution
entity_legal_form_1094,211B,base.fr,,Société coopérative agricole
entity_legal_form_1095,29FA,base.fr,,Institution interrégionale ou entente
entity_legal_form_1096,2N4L,base.fr,,(Autre) Collectivité territoriale
entity_legal_form_1097,2NL6,base.fr,,"État, collectivité ou établissement public étranger"
entity_legal_form_1098,2ONM,base.fr,,SA d'attribution à directoire
entity_legal_form_1099,2WMP,base.fr,,Autre personne morale de droit administratif
entity_legal_form_1100,2XIK,base.fr,,Mutuelle
entity_legal_form_1101,34QS,base.fr,,Autre personne morale de droit privé
entity_legal_form_1102,3AZY,base.fr,,Coopérative d'utilisation de matériel agricole en commun (CUMA)
entity_legal_form_1103,3FCU,base.fr,,Société d'exercice libéral par action simplifiée
entity_legal_form_1104,3NJL,base.fr,,Autre personne de droit privé inscrite au registre du commerce et des sociétés
entity_legal_form_1105,3OK3,base.fr,,SCP de notaires
