id,entity_legal_form_id:id,name
entity_legal_form_abbreviation_698,entity_legal_form_1021,oyj
entity_legal_form_abbreviation_699,entity_legal_form_1022,abp
entity_legal_form_abbreviation_700,entity_legal_form_1063,SCE
entity_legal_form_abbreviation_701,entity_legal_form_1064,SCE
entity_legal_form_abbreviation_702,entity_legal_form_1079,SE
entity_legal_form_abbreviation_703,entity_legal_form_1080,SE
entity_legal_form_abbreviation_704,entity_legal_form_1081,sr
entity_legal_form_abbreviation_705,entity_legal_form_1082,sr
entity_legal_form_abbreviation_706,entity_legal_form_1123,SAS
entity_legal_form_abbreviation_707,entity_legal_form_1128,GEIE
entity_legal_form_abbreviation_708,entity_legal_form_1289,SA
entity_legal_form_abbreviation_709,entity_legal_form_1304,SLP
entity_legal_form_abbreviation_710,entity_legal_form_1312,SE
entity_legal_form_abbreviation_711,entity_legal_form_1360,VVaG
entity_legal_form_abbreviation_712,entity_legal_form_1361,GmbH
entity_legal_form_abbreviation_713,entity_legal_form_1362,PartG mbB
entity_legal_form_abbreviation_714,entity_legal_form_1363,OHG
entity_legal_form_abbreviation_715,entity_legal_form_1363,OHG mbH
entity_legal_form_abbreviation_716,entity_legal_form_1363,GmbH & Co. OHG
entity_legal_form_abbreviation_717,entity_legal_form_1363,AG & Co. OHG
entity_legal_form_abbreviation_718,entity_legal_form_1364,GmbH UG
entity_legal_form_abbreviation_719,entity_legal_form_1364,UG (haftungsbeschränkt)
entity_legal_form_abbreviation_720,entity_legal_form_1365,AG
entity_legal_form_abbreviation_721,entity_legal_form_1368,PartG
entity_legal_form_abbreviation_722,entity_legal_form_1369,KG
entity_legal_form_abbreviation_723,entity_legal_form_1369,GmbH & Co. KG
entity_legal_form_abbreviation_724,entity_legal_form_1369,UG (haftungsbeschränkt) & Co. KG AG & Co. KG
entity_legal_form_abbreviation_725,entity_legal_form_1369,KGaA & Co. KG
entity_legal_form_abbreviation_726,entity_legal_form_1369,Stiftung & Co. KG
entity_legal_form_abbreviation_727,entity_legal_form_1371,REIT-AG
entity_legal_form_abbreviation_728,entity_legal_form_1372,eG
entity_legal_form_abbreviation_729,entity_legal_form_1375,GbR
entity_legal_form_abbreviation_730,entity_legal_form_1376,InvAG
entity_legal_form_abbreviation_731,entity_legal_form_1377,EWIV
entity_legal_form_abbreviation_732,entity_legal_form_1378,e. K.
entity_legal_form_abbreviation_733,entity_legal_form_1378,eK
entity_legal_form_abbreviation_734,entity_legal_form_1378,e. Kfm.
entity_legal_form_abbreviation_735,entity_legal_form_1378,e. Kffr
entity_legal_form_abbreviation_736,entity_legal_form_1379,e.V.
entity_legal_form_abbreviation_737,entity_legal_form_1379,eV
entity_legal_form_abbreviation_738,entity_legal_form_1380,gGmbH
entity_legal_form_abbreviation_739,entity_legal_form_1381,SE
entity_legal_form_abbreviation_740,entity_legal_form_1383,SCE
entity_legal_form_abbreviation_741,entity_legal_form_1384,KGaA
entity_legal_form_abbreviation_742,entity_legal_form_1384,GmbH & Co. KGaA
entity_legal_form_abbreviation_743,entity_legal_form_1384,AG & Co. KGaA
entity_legal_form_abbreviation_744,entity_legal_form_1384,Stiftung & Co. KGaA
entity_legal_form_abbreviation_745,entity_legal_form_1388,gAG
entity_legal_form_abbreviation_746,entity_legal_form_1400,E.E.I.G
entity_legal_form_abbreviation_747,entity_legal_form_1402,LLP
entity_legal_form_abbreviation_748,entity_legal_form_1403,SE
entity_legal_form_abbreviation_749,entity_legal_form_1404,Limited
entity_legal_form_abbreviation_750,entity_legal_form_1404,Ltd
entity_legal_form_abbreviation_751,entity_legal_form_1404,Ltd.
entity_legal_form_abbreviation_752,entity_legal_form_1405,PTC
entity_legal_form_abbreviation_753,entity_legal_form_1406,PLC
entity_legal_form_abbreviation_754,entity_legal_form_1408,Limited
entity_legal_form_abbreviation_755,entity_legal_form_1408,Ltd
entity_legal_form_abbreviation_756,entity_legal_form_1408,Ltd.
entity_legal_form_abbreviation_757,entity_legal_form_1409,LP
entity_legal_form_abbreviation_758,entity_legal_form_1409,limited partnership
entity_legal_form_abbreviation_759,entity_legal_form_1409,Limited Partnership
entity_legal_form_abbreviation_760,entity_legal_form_1410,SC
entity_legal_form_abbreviation_761,entity_legal_form_1411,EE
entity_legal_form_abbreviation_762,entity_legal_form_1412,SE
entity_legal_form_abbreviation_763,entity_legal_form_1413,EPE
entity_legal_form_abbreviation_764,entity_legal_form_1414,SP
entity_legal_form_abbreviation_765,entity_legal_form_1415,COOP
entity_legal_form_abbreviation_766,entity_legal_form_1417,PL
entity_legal_form_abbreviation_767,entity_legal_form_1418,SLP
entity_legal_form_abbreviation_768,entity_legal_form_1419,JV
entity_legal_form_abbreviation_769,entity_legal_form_1420,IKE
entity_legal_form_abbreviation_770,entity_legal_form_1421,ΕΟΟΣ
entity_legal_form_abbreviation_771,entity_legal_form_1422,CLF
entity_legal_form_abbreviation_772,entity_legal_form_1423,OE
entity_legal_form_abbreviation_773,entity_legal_form_1425,JSO
entity_legal_form_abbreviation_774,entity_legal_form_1426,SA
entity_legal_form_abbreviation_775,entity_legal_form_1434,Cía.
entity_legal_form_abbreviation_776,entity_legal_form_1434,S.C.A.
entity_legal_form_abbreviation_777,entity_legal_form_1436,Ltda
entity_legal_form_abbreviation_778,entity_legal_form_1436,Cía. Ltda.
entity_legal_form_abbreviation_779,entity_legal_form_1437,Cía. S. en C.
entity_legal_form_abbreviation_780,entity_legal_form_1438,S.A.
entity_legal_form_abbreviation_781,entity_legal_form_1439,Ltd
entity_legal_form_abbreviation_782,entity_legal_form_1439,Ltd.
entity_legal_form_abbreviation_783,entity_legal_form_1439,Limited
entity_legal_form_abbreviation_784,entity_legal_form_1440,LP
entity_legal_form_abbreviation_785,entity_legal_form_1440,limited partnership
entity_legal_form_abbreviation_786,entity_legal_form_1440,Limited Partnership
entity_legal_form_abbreviation_787,entity_legal_form_1444,ICC
entity_legal_form_abbreviation_788,entity_legal_form_1445,PCC
entity_legal_form_abbreviation_789,entity_legal_form_1447,FDN.
entity_legal_form_abbreviation_790,entity_legal_form_1447,Fdn.
entity_legal_form_abbreviation_791,entity_legal_form_1448,Ltd
entity_legal_form_abbreviation_792,entity_legal_form_1450,ML
entity_legal_form_abbreviation_793,entity_legal_form_1451,LBG
entity_legal_form_abbreviation_794,entity_legal_form_1452,LLP
entity_legal_form_abbreviation_795,entity_legal_form_1453,ICC
entity_legal_form_abbreviation_796,entity_legal_form_1455,de C. V.
entity_legal_form_abbreviation_797,entity_legal_form_1456,S. en C.
entity_legal_form_abbreviation_798,entity_legal_form_1458,S.A.
entity_legal_form_abbreviation_799,entity_legal_form_1460,S. en C.
entity_legal_form_abbreviation_800,entity_legal_form_1461,S. De R. L.
entity_legal_form_abbreviation_801,entity_legal_form_1462,有限公司
entity_legal_form_abbreviation_802,entity_legal_form_1463,Ltd
entity_legal_form_abbreviation_803,entity_legal_form_1463,Ltd.
entity_legal_form_abbreviation_804,entity_legal_form_1463,Limited
entity_legal_form_abbreviation_805,entity_legal_form_1469,有限公司
entity_legal_form_abbreviation_806,entity_legal_form_1470,Ltd
entity_legal_form_abbreviation_807,entity_legal_form_1470,Ltd.
entity_legal_form_abbreviation_808,entity_legal_form_1470,Limited
entity_legal_form_abbreviation_809,entity_legal_form_1473,無限公司
entity_legal_form_abbreviation_810,entity_legal_form_1474,Unltd
entity_legal_form_abbreviation_811,entity_legal_form_1474,Ultd
entity_legal_form_abbreviation_812,entity_legal_form_1475,有限公司
entity_legal_form_abbreviation_813,entity_legal_form_1476,Ltd
entity_legal_form_abbreviation_814,entity_legal_form_1476,Ltd.
entity_legal_form_abbreviation_815,entity_legal_form_1476,Limited
entity_legal_form_abbreviation_816,entity_legal_form_1477,無限公司
entity_legal_form_abbreviation_817,entity_legal_form_1478,Unltd
entity_legal_form_abbreviation_818,entity_legal_form_1478,Ultd
entity_legal_form_abbreviation_819,entity_legal_form_1479,LP
entity_legal_form_abbreviation_820,entity_legal_form_1479,limited partnership
entity_legal_form_abbreviation_821,entity_legal_form_1479,Limited Partnership
entity_legal_form_abbreviation_822,entity_legal_form_1480,LP
entity_legal_form_abbreviation_823,entity_legal_form_1480,limited partnership
entity_legal_form_abbreviation_824,entity_legal_form_1480,Limited Partnership
entity_legal_form_abbreviation_825,entity_legal_form_1487,Nyrt.
entity_legal_form_abbreviation_826,entity_legal_form_1488,EGE
entity_legal_form_abbreviation_827,entity_legal_form_1492,Zrt.
entity_legal_form_abbreviation_828,entity_legal_form_1497,Rt.
entity_legal_form_abbreviation_829,entity_legal_form_1499,Kht.
entity_legal_form_abbreviation_830,entity_legal_form_1500,Kkt.
entity_legal_form_abbreviation_831,entity_legal_form_1505,Kft.
entity_legal_form_abbreviation_832,entity_legal_form_1507,Bt.
entity_legal_form_abbreviation_833,entity_legal_form_1509,kbe
entity_legal_form_abbreviation_834,entity_legal_form_1512,tksz
entity_legal_form_abbreviation_835,entity_legal_form_1512,hsz.
entity_legal_form_abbreviation_836,entity_legal_form_1513,SE
entity_legal_form_abbreviation_837,entity_legal_form_1514,OBA
entity_legal_form_abbreviation_838,entity_legal_form_1516,slhf.
entity_legal_form_abbreviation_839,entity_legal_form_1517,slf.
entity_legal_form_abbreviation_840,entity_legal_form_1518,SE
entity_legal_form_abbreviation_841,entity_legal_form_1519,hf.
entity_legal_form_abbreviation_842,entity_legal_form_1520,ehf.
entity_legal_form_abbreviation_843,entity_legal_form_1531,Ltd
entity_legal_form_abbreviation_844,entity_legal_form_1531,Ltd.
entity_legal_form_abbreviation_845,entity_legal_form_1531,LTD
entity_legal_form_abbreviation_846,entity_legal_form_1546,LLP
entity_legal_form_abbreviation_847,entity_legal_form_1553,Pvt Ltd
entity_legal_form_abbreviation_848,entity_legal_form_1553,Pvt. Ltd.
entity_legal_form_abbreviation_849,entity_legal_form_1553,PVT LTD
entity_legal_form_abbreviation_850,entity_legal_form_1556,Tbk
entity_legal_form_abbreviation_851,entity_legal_form_1557,CV
entity_legal_form_abbreviation_852,entity_legal_form_1558,Fa
entity_legal_form_abbreviation_853,entity_legal_form_1559,Perum
entity_legal_form_abbreviation_854,entity_legal_form_1560,Persero
entity_legal_form_abbreviation_855,entity_legal_form_1562,PT PMA
entity_legal_form_abbreviation_856,entity_legal_form_1563,PT
entity_legal_form_abbreviation_857,entity_legal_form_1563,PT PMDN
entity_legal_form_abbreviation_858,entity_legal_form_1566,ICAV
entity_legal_form_abbreviation_859,entity_legal_form_1567,EEIG
entity_legal_form_abbreviation_860,entity_legal_form_1568,GELE
entity_legal_form_abbreviation_861,entity_legal_form_1570,DAC – (limited by guarantee)
entity_legal_form_abbreviation_862,entity_legal_form_1571,cga
entity_legal_form_abbreviation_863,entity_legal_form_1573,CLG
entity_legal_form_abbreviation_864,entity_legal_form_1574,ctr
entity_legal_form_abbreviation_865,entity_legal_form_1576,PULC / uc
entity_legal_form_abbreviation_866,entity_legal_form_1577,cn
entity_legal_form_abbreviation_867,entity_legal_form_1579,SE
entity_legal_form_abbreviation_868,entity_legal_form_1580,ULC / uc
entity_legal_form_abbreviation_869,entity_legal_form_1581,cn
entity_legal_form_abbreviation_870,entity_legal_form_1582,DAC – (limited by shares)
entity_legal_form_abbreviation_871,entity_legal_form_1583,cga
entity_legal_form_abbreviation_872,entity_legal_form_1584,Ltd
entity_legal_form_abbreviation_873,entity_legal_form_1584,Ltd.
entity_legal_form_abbreviation_874,entity_legal_form_1584,Limited
entity_legal_form_abbreviation_875,entity_legal_form_1585,teo
entity_legal_form_abbreviation_876,entity_legal_form_1586,ilp
entity_legal_form_abbreviation_877,entity_legal_form_1587,cti
entity_legal_form_abbreviation_878,entity_legal_form_1588,Ltd
entity_legal_form_abbreviation_879,entity_legal_form_1588,Ltd.
entity_legal_form_abbreviation_880,entity_legal_form_1588,Limited
entity_legal_form_abbreviation_881,entity_legal_form_1589,teo
entity_legal_form_abbreviation_882,entity_legal_form_1590,PUC / uc
entity_legal_form_abbreviation_883,entity_legal_form_1591,cn
entity_legal_form_abbreviation_884,entity_legal_form_1592,PLC
entity_legal_form_abbreviation_885,entity_legal_form_1593,cpt
entity_legal_form_abbreviation_886,entity_legal_form_1594,I&PS
entity_legal_form_abbreviation_887,entity_legal_form_1619,SS
entity_legal_form_abbreviation_888,entity_legal_form_1619,S.S.
entity_legal_form_abbreviation_889,entity_legal_form_1621,GEIE
entity_legal_form_abbreviation_890,entity_legal_form_1625,S.R.L.S.
entity_legal_form_abbreviation_891,entity_legal_form_1625,S.R.L. semplificata
entity_legal_form_abbreviation_892,entity_legal_form_1626,SCE
entity_legal_form_abbreviation_893,entity_legal_form_1630,S.C.A.R.L.
entity_legal_form_abbreviation_894,entity_legal_form_1630,S.C.R.L.
entity_legal_form_abbreviation_895,entity_legal_form_1631,gruppo consortile
entity_legal_form_abbreviation_896,entity_legal_form_1631,societa' cooperativa
entity_legal_form_abbreviation_897,entity_legal_form_1631,società cooperativa
entity_legal_form_abbreviation_898,entity_legal_form_1638,societa' cooperativa
entity_legal_form_abbreviation_899,entity_legal_form_1638,società cooperativa
entity_legal_form_abbreviation_900,entity_legal_form_1643,consorzio
entity_legal_form_abbreviation_901,entity_legal_form_1650,SRL
entity_legal_form_abbreviation_902,entity_legal_form_1650,S.R.L.
entity_legal_form_abbreviation_903,entity_legal_form_1651,SPA
entity_legal_form_abbreviation_904,entity_legal_form_1651,S.P.A.
entity_legal_form_abbreviation_905,entity_legal_form_1653,S.C.
entity_legal_form_abbreviation_906,entity_legal_form_1653,soc. coop.
entity_legal_form_abbreviation_907,entity_legal_form_1657,SNC
entity_legal_form_abbreviation_908,entity_legal_form_1657,S.N.C.
entity_legal_form_abbreviation_909,entity_legal_form_1660,SE
entity_legal_form_abbreviation_910,entity_legal_form_1678,資
entity_legal_form_abbreviation_911,entity_legal_form_1679,合
entity_legal_form_abbreviation_912,entity_legal_form_1680,有
entity_legal_form_abbreviation_913,entity_legal_form_1681,名
entity_legal_form_abbreviation_914,entity_legal_form_1682,外
entity_legal_form_abbreviation_915,entity_legal_form_1685,株
entity_legal_form_abbreviation_916,entity_legal_form_1686,そ
entity_legal_form_abbreviation_917,entity_legal_form_1687,S.L.P.
entity_legal_form_abbreviation_918,entity_legal_form_1687,SLP
entity_legal_form_abbreviation_919,entity_legal_form_1687,Separate Limited Partnership
entity_legal_form_abbreviation_920,entity_legal_form_1687,separate limited partnership
entity_legal_form_abbreviation_921,entity_legal_form_1687,Separate Limited Partnerships
entity_legal_form_abbreviation_922,entity_legal_form_1687,separate limited partnerships
entity_legal_form_abbreviation_923,entity_legal_form_1688,I.L.P.
entity_legal_form_abbreviation_924,entity_legal_form_1688,ILP
entity_legal_form_abbreviation_925,entity_legal_form_1688,Inc.
entity_legal_form_abbreviation_926,entity_legal_form_1688,L. P.
entity_legal_form_abbreviation_927,entity_legal_form_1688,Inc
entity_legal_form_abbreviation_928,entity_legal_form_1688,LP.
entity_legal_form_abbreviation_929,entity_legal_form_1688,Incorporated Limited Partnerships
entity_legal_form_abbreviation_930,entity_legal_form_1688,incorporated limited partnership
entity_legal_form_abbreviation_931,entity_legal_form_1690,LLP
entity_legal_form_abbreviation_932,entity_legal_form_1690,L.L.P.
entity_legal_form_abbreviation_933,entity_legal_form_1690,limited liability partnership
entity_legal_form_abbreviation_934,entity_legal_form_1690,Limited Liability Partnership
entity_legal_form_abbreviation_935,entity_legal_form_1691,LTD
entity_legal_form_abbreviation_936,entity_legal_form_1691,PLC
entity_legal_form_abbreviation_937,entity_legal_form_1691,Limited
entity_legal_form_abbreviation_938,entity_legal_form_1692,Ltd
entity_legal_form_abbreviation_939,entity_legal_form_1692,Ltd.
entity_legal_form_abbreviation_940,entity_legal_form_1692,Limited
entity_legal_form_abbreviation_941,entity_legal_form_1693,LTD
entity_legal_form_abbreviation_942,entity_legal_form_1693,A.R.L
entity_legal_form_abbreviation_943,entity_legal_form_1693,Limited
entity_legal_form_abbreviation_944,entity_legal_form_1694,L.P.
entity_legal_form_abbreviation_945,entity_legal_form_1694,LP
entity_legal_form_abbreviation_946,entity_legal_form_1694,limited partnership
entity_legal_form_abbreviation_947,entity_legal_form_1694,Limited Partnership
entity_legal_form_abbreviation_948,entity_legal_form_1696,ذ.م.م
entity_legal_form_abbreviation_949,entity_legal_form_1697,توصية بسيطة
entity_legal_form_abbreviation_950,entity_legal_form_1699,ش.م.ع
entity_legal_form_abbreviation_951,entity_legal_form_1700,ش.م.خ
entity_legal_form_abbreviation_952,entity_legal_form_1702,لا تهدف لتحقيق الربح
entity_legal_form_abbreviation_953,entity_legal_form_1704,㈜
entity_legal_form_abbreviation_954,entity_legal_form_1711,(유)
entity_legal_form_abbreviation_955,entity_legal_form_1720,NSH
entity_legal_form_abbreviation_956,entity_legal_form_1722,KB
entity_legal_form_abbreviation_957,entity_legal_form_1723,SHPK
entity_legal_form_abbreviation_958,entity_legal_form_1724,Kompani e Huaj
entity_legal_form_abbreviation_959,entity_legal_form_1725,SHA
entity_legal_form_abbreviation_960,entity_legal_form_1726,BI
entity_legal_form_abbreviation_961,entity_legal_form_1727,OP
entity_legal_form_abbreviation_962,entity_legal_form_1728,NP
entity_legal_form_abbreviation_963,entity_legal_form_1729,OK
entity_legal_form_abbreviation_964,entity_legal_form_1737,ذ.م.م
entity_legal_form_abbreviation_965,entity_legal_form_1739,KS
entity_legal_form_abbreviation_966,entity_legal_form_1740,PS
entity_legal_form_abbreviation_967,entity_legal_form_1741,EEIG
entity_legal_form_abbreviation_968,entity_legal_form_1742,SE
entity_legal_form_abbreviation_969,entity_legal_form_1743,IK
entity_legal_form_abbreviation_970,entity_legal_form_1744,SIA
entity_legal_form_abbreviation_971,entity_legal_form_1745,AS
entity_legal_form_abbreviation_972,entity_legal_form_1751,Trust reg.
entity_legal_form_abbreviation_973,entity_legal_form_1752,SCE
entity_legal_form_abbreviation_974,entity_legal_form_1753,e.V.
entity_legal_form_abbreviation_975,entity_legal_form_1756,AG
entity_legal_form_abbreviation_976,entity_legal_form_1757,KG
entity_legal_form_abbreviation_977,entity_legal_form_1761,eG
entity_legal_form_abbreviation_978,entity_legal_form_1761,e.G.
entity_legal_form_abbreviation_979,entity_legal_form_1761,e.Gen.
entity_legal_form_abbreviation_980,entity_legal_form_1762,EWIV
entity_legal_form_abbreviation_981,entity_legal_form_1768,SE
entity_legal_form_abbreviation_982,entity_legal_form_1769,GmbH
entity_legal_form_abbreviation_983,entity_legal_form_1769,Ges.m.b.H.
entity_legal_form_abbreviation_984,entity_legal_form_1770,EB
entity_legal_form_abbreviation_985,entity_legal_form_1771,VI
entity_legal_form_abbreviation_986,entity_legal_form_1772,EKB
entity_legal_form_abbreviation_987,entity_legal_form_1773,APB
entity_legal_form_abbreviation_988,entity_legal_form_1774,S
entity_legal_form_abbreviation_989,entity_legal_form_1775,PS
entity_legal_form_abbreviation_990,entity_legal_form_1776,AB
entity_legal_form_abbreviation_991,entity_legal_form_1777,RB
entity_legal_form_abbreviation_992,entity_legal_form_1778,II
entity_legal_form_abbreviation_993,entity_legal_form_1779,EEIG
entity_legal_form_abbreviation_994,entity_legal_form_1780,UAB
entity_legal_form_abbreviation_995,entity_legal_form_1781,TUB
entity_legal_form_abbreviation_996,entity_legal_form_1782,LPRA
entity_legal_form_abbreviation_997,entity_legal_form_1783,TR
entity_legal_form_abbreviation_998,entity_legal_form_1784,A
entity_legal_form_abbreviation_999,entity_legal_form_1785,LF
entity_legal_form_abbreviation_1000,entity_legal_form_1786,BN
entity_legal_form_abbreviation_1001,entity_legal_form_1787,BI
entity_legal_form_abbreviation_1002,entity_legal_form_1788,VS
entity_legal_form_abbreviation_1003,entity_legal_form_1789,KO
entity_legal_form_abbreviation_1004,entity_legal_form_1790,KB
entity_legal_form_abbreviation_1005,entity_legal_form_1791,PDB
entity_legal_form_abbreviation_1006,entity_legal_form_1792,PER
entity_legal_form_abbreviation_1007,entity_legal_form_1793,NA
entity_legal_form_abbreviation_1008,entity_legal_form_1794,SD
entity_legal_form_abbreviation_1009,entity_legal_form_1795,ETBG
entity_legal_form_abbreviation_1010,entity_legal_form_1796,CRC
entity_legal_form_abbreviation_1011,entity_legal_form_1797,MB
entity_legal_form_abbreviation_1012,entity_legal_form_1798,ZUB
entity_legal_form_abbreviation_1013,entity_legal_form_1799,CB
entity_legal_form_abbreviation_1014,entity_legal_form_1800,PP
entity_legal_form_abbreviation_1015,entity_legal_form_1801,SI
entity_legal_form_abbreviation_1016,entity_legal_form_1802,EI
entity_legal_form_abbreviation_1017,entity_legal_form_1803,ASBL
entity_legal_form_abbreviation_1018,entity_legal_form_1804,ASSEP
entity_legal_form_abbreviation_1019,entity_legal_form_1805,AM
entity_legal_form_abbreviation_1020,entity_legal_form_1806,SA
entity_legal_form_abbreviation_1021,entity_legal_form_1807,SECS
entity_legal_form_abbreviation_1022,entity_legal_form_1808,AA
entity_legal_form_abbreviation_1023,entity_legal_form_1810,SECA
entity_legal_form_abbreviation_1024,entity_legal_form_1811,SEPCAV
entity_legal_form_abbreviation_1025,entity_legal_form_1812,FCP
entity_legal_form_abbreviation_1026,entity_legal_form_1813,SENC
entity_legal_form_abbreviation_1027,entity_legal_form_1814,SICAF
entity_legal_form_abbreviation_1028,entity_legal_form_1815,AAM
entity_legal_form_abbreviation_1029,entity_legal_form_1816,SARL
entity_legal_form_abbreviation_1030,entity_legal_form_1817,S.à r.l.-S
entity_legal_form_abbreviation_1031,entity_legal_form_1818,SCE
entity_legal_form_abbreviation_1032,entity_legal_form_1819,S.A.S.
entity_legal_form_abbreviation_1033,entity_legal_form_1820,OTH
entity_legal_form_abbreviation_1034,entity_legal_form_1821,GIE
entity_legal_form_abbreviation_1035,entity_legal_form_1822,SCI
entity_legal_form_abbreviation_1036,entity_legal_form_1824,SECSP
entity_legal_form_abbreviation_1037,entity_legal_form_1825,SICAV
entity_legal_form_abbreviation_1038,entity_legal_form_1826,FON
entity_legal_form_abbreviation_1039,entity_legal_form_1827,SC
entity_legal_form_abbreviation_1040,entity_legal_form_1828,GEIE
entity_legal_form_abbreviation_1041,entity_legal_form_1829,SE
entity_legal_form_abbreviation_1042,entity_legal_form_1830,EP
entity_legal_form_abbreviation_1043,entity_legal_form_1831,Bhd
entity_legal_form_abbreviation_1044,entity_legal_form_1831,Ltd
entity_legal_form_abbreviation_1045,entity_legal_form_1832,Bhd
entity_legal_form_abbreviation_1046,entity_legal_form_1832,Ltd
entity_legal_form_abbreviation_1047,entity_legal_form_1833,LLP
entity_legal_form_abbreviation_1048,entity_legal_form_1835,Sdn Bhd
entity_legal_form_abbreviation_1049,entity_legal_form_1835,Pte. Ltd
entity_legal_form_abbreviation_1050,entity_legal_form_1836,Sdn Bhd
entity_legal_form_abbreviation_1051,entity_legal_form_1836,Pte. Ltd
entity_legal_form_abbreviation_1052,entity_legal_form_1860,LP
entity_legal_form_abbreviation_1053,entity_legal_form_1860,limited partnership
entity_legal_form_abbreviation_1054,entity_legal_form_1860,Limited Partnership
entity_legal_form_abbreviation_1055,entity_legal_form_1860,L.P.
entity_legal_form_abbreviation_1056,entity_legal_form_1861,Limited Partnership
entity_legal_form_abbreviation_1057,entity_legal_form_1861,LP
entity_legal_form_abbreviation_1058,entity_legal_form_1861,L.P.
entity_legal_form_abbreviation_1059,entity_legal_form_1862,PLC
entity_legal_form_abbreviation_1060,entity_legal_form_1862,P.L.C
entity_legal_form_abbreviation_1061,entity_legal_form_1862,plc
entity_legal_form_abbreviation_1062,entity_legal_form_1862,p.l.c.
entity_legal_form_abbreviation_1063,entity_legal_form_1863,PLC
entity_legal_form_abbreviation_1064,entity_legal_form_1863,P.L.C
entity_legal_form_abbreviation_1065,entity_legal_form_1863,plc
entity_legal_form_abbreviation_1066,entity_legal_form_1863,p.l.c.
entity_legal_form_abbreviation_1067,entity_legal_form_1864,SE
entity_legal_form_abbreviation_1068,entity_legal_form_1865,SE
entity_legal_form_abbreviation_1069,entity_legal_form_1871,Ltd
entity_legal_form_abbreviation_1070,entity_legal_form_1871,Ltd.
entity_legal_form_abbreviation_1071,entity_legal_form_1871,Limited
entity_legal_form_abbreviation_1072,entity_legal_form_1872,Ltd
entity_legal_form_abbreviation_1073,entity_legal_form_1872,Ltd.
entity_legal_form_abbreviation_1074,entity_legal_form_1872,Limited
entity_legal_form_abbreviation_1075,entity_legal_form_1873,EEIG
entity_legal_form_abbreviation_1076,entity_legal_form_1879,PC
entity_legal_form_abbreviation_1077,entity_legal_form_1879,PLC
entity_legal_form_abbreviation_1078,entity_legal_form_1879,LTD
entity_legal_form_abbreviation_1079,entity_legal_form_1879,LTEE
entity_legal_form_abbreviation_1080,entity_legal_form_1880,PT
entity_legal_form_abbreviation_1081,entity_legal_form_1880,PLC
entity_legal_form_abbreviation_1082,entity_legal_form_1880,LTD
entity_legal_form_abbreviation_1083,entity_legal_form_1880,LTEE
entity_legal_form_abbreviation_1084,entity_legal_form_1882,COOP
entity_legal_form_abbreviation_1085,entity_legal_form_1883,PT
entity_legal_form_abbreviation_1086,entity_legal_form_1883,PLC
entity_legal_form_abbreviation_1087,entity_legal_form_1883,LTD
entity_legal_form_abbreviation_1088,entity_legal_form_1883,LTEE
entity_legal_form_abbreviation_1089,entity_legal_form_1884,Limited Partnership
entity_legal_form_abbreviation_1090,entity_legal_form_1884,LP
entity_legal_form_abbreviation_1091,entity_legal_form_1884,L.P.
entity_legal_form_abbreviation_1092,entity_legal_form_1885,F
entity_legal_form_abbreviation_1093,entity_legal_form_1886,SOCIETE
entity_legal_form_abbreviation_1094,entity_legal_form_1886,STE
entity_legal_form_abbreviation_1095,entity_legal_form_1887,TU
entity_legal_form_abbreviation_1096,entity_legal_form_1888,LLP
entity_legal_form_abbreviation_1097,entity_legal_form_1888,L.L.P.
entity_legal_form_abbreviation_1098,entity_legal_form_1888,limited liability partnership
entity_legal_form_abbreviation_1099,entity_legal_form_1888,Limited Liability Partnership
entity_legal_form_abbreviation_1100,entity_legal_form_1890,PC
entity_legal_form_abbreviation_1101,entity_legal_form_1890,PLC
entity_legal_form_abbreviation_1102,entity_legal_form_1890,LTD
entity_legal_form_abbreviation_1103,entity_legal_form_1890,LTEE
entity_legal_form_abbreviation_1104,entity_legal_form_1895,S.A.P.I. DE C.V.
entity_legal_form_abbreviation_1105,entity_legal_form_1895,SOFOM E.N.R.
entity_legal_form_abbreviation_1106,entity_legal_form_1897,S. DE R.L. MI
entity_legal_form_abbreviation_1107,entity_legal_form_1898,S. de R. L.
entity_legal_form_abbreviation_1108,entity_legal_form_1899,S.C. de A. P. de C. V.
entity_legal_form_abbreviation_1109,entity_legal_form_1900,A. C.
entity_legal_form_abbreviation_1110,entity_legal_form_1902,S. A. S. de C. V.
entity_legal_form_abbreviation_1111,entity_legal_form_1903,S.P.R. DE R.L. DE C.V.
entity_legal_form_abbreviation_1112,entity_legal_form_1906,S.N.C.
entity_legal_form_abbreviation_1113,entity_legal_form_1907,S. C.
entity_legal_form_abbreviation_1114,entity_legal_form_1909,S. en C. de C. V.
entity_legal_form_abbreviation_1115,entity_legal_form_1913,S.C. DE R.L. DE C.V.
entity_legal_form_abbreviation_1116,entity_legal_form_1914,S.C. de A. P.
entity_legal_form_abbreviation_1117,entity_legal_form_1915,S.A.
entity_legal_form_abbreviation_1118,entity_legal_form_1915,SOFOM E.R.
entity_legal_form_abbreviation_1119,entity_legal_form_1917,S. en C. por A.
entity_legal_form_abbreviation_1120,entity_legal_form_1921,S. A.
entity_legal_form_abbreviation_1121,entity_legal_form_1928,S.C.L. de C.V.
entity_legal_form_abbreviation_1122,entity_legal_form_1931,S.A.
entity_legal_form_abbreviation_1123,entity_legal_form_1931,SOFOM E.N.R.
entity_legal_form_abbreviation_1124,entity_legal_form_1934,S. A. de C.V.
